Time(sec),A2YN6Z2DAW88X
188.0,-100.0
189.0,-100.0
190.0,-100.0
191.0,-100.0
192.0,-100.0
193.0,-100.0
194.0,-100.0
195.0,-100.0
196.0,-100.0
197.0,-100.0
198.0,-100.0
199.0,-98.98166666666667
200.0,-64.83778277621931
201.0,-16.997728864272982
202.0,27.081217373170983
203.0,29.42612115805693
204.0,29.985199902684293
205.0,30.544278647311653
206.0,31.103357391939017
207.0,31.662436136566377
208.0,32.22151488119374
209.0,32.780593625821105
210.0,33.33967237044847
211.0,33.898751115075825
212.0,34.45782985970318
213.0,35.016908604330546
214.0,35.57598734895791
215.0,36.13506609358527
216.0,36.69414483821264
217.0,37.25322358283999
218.0,37.81230232746736
219.0,38.37138107209472
220.0,38.930459816722085
221.0,39.48953856134945
222.0,40.048617305976805
223.0,40.60769605060417
224.0,41.16677479523153
225.0,41.725853539858896
226.0,42.28493228448626
227.0,42.84401102911362
228.0,43.40308977374098
229.0,43.962168518368344
230.0,44.5212472629957
231.0,45.08032600762307
232.0,45.63940475225043
233.0,46.19848349687779
234.0,46.75756224150515
235.0,47.31664098613251
236.0,47.875719730759876
237.0,48.43479847538724
238.0,48.993877220014596
239.0,49.55295596464196
240.0,50.112034709269324
241.0,50.67111345389669
242.0,51.23019219852405
243.0,51.78927094315141
244.0,52.34834968777877
245.0,52.90742843240613
246.0,53.4665071770335
247.0,54.025585921660856
248.0,54.58466466628822
249.0,55.143743410915576
250.0,55.70282215554295
251.0,56.2619009001703
252.0,56.820979644797674
253.0,57.38005838942503
254.0,57.939137134052395
255.0,58.49821587867975
256.0,59.05729462330712
257.0,59.61637336793448
258.0,60.175452112561835
259.0,60.7345308571892
260.0,61.293609601816556
261.0,61.85268834644393
262.0,62.41176709107128
263.0,62.970845835698654
264.0,63.52992458032601
265.0,64.08900332495338
266.0,64.64808206958074
267.0,65.2071608142081
268.0,65.76623955883545
269.0,66.32531830346282
270.0,66.88439704809018
271.0,67.44347579271755
272.0,68.0025545373449
273.0,68.56163328197228
274.0,69.12071202659963
275.0,69.679790771227
276.0,70.23886951585436
277.0,70.79794826048172
278.0,71.35702700510907
279.0,71.91610574973643
280.0,72.4751844943638
281.0,73.03426323899116
282.0,73.59334198361853
283.0,74.15242072824589
284.0,74.71149947287326
285.0,75.27057821750061
286.0,75.82965696212798
287.0,76.38873570675534
288.0,76.9478144513827
289.0,77.50689319601005
290.0,78.06597194063743
291.0,78.62505068526478
292.0,79.18412942989214
293.0,79.74320817451951
294.0,80.30228691914688
295.0,80.86136566377424
296.0,81.4204444084016
297.0,81.97952315302896
298.0,82.53860189765632
299.0,83.09768064228368
300.0,83.65675938691103
301.0,84.2158381315384
302.0,84.77491687616576
303.0,85.33399562079313
304.0,85.89307436542049
305.0,86.45215311004786
306.0,87.01123185467522
307.0,87.57031059930259
308.0,88.12938934392994
309.0,88.6884680885573
310.0,89.24754683318466
311.0,89.80662557781201
312.0,90.36570432243938
313.0,90.92478306706674
314.0,78.59425894224367
315.0,29.725982142857145
316.0,-19.414871794871793
317.0,-55.36583445294703
318.0,-58.246361603231165
319.0,-58.39193919871822
320.0,-58.537516794205274
321.0,-58.68309438969233
322.0,-58.82867198517938
323.0,-58.974249580666424
324.0,-59.11982717615348
325.0,-59.26540477164053
326.0,-59.41098236712759
327.0,-59.55655996261464
328.0,-59.7021375581017
329.0,-59.84771515358875
330.0,-59.99329274907579
331.0,-60.13887034456285
332.0,-60.2844479400499
333.0,-60.430025535536956
334.0,-60.57560313102401
335.0,-60.721180726511065
336.0,-60.86675832199811
337.0,-61.01233591748517
338.0,-61.15791351297222
339.0,-61.303491108459276
340.0,-61.44906870394633
341.0,-61.594646299433386
342.0,-61.740223894920426
343.0,-61.88580149040748
344.0,-62.031379085894535
345.0,-62.17695668138159
346.0,-62.322534276868645
347.0,-62.4681118723557
348.0,-62.613689467842754
349.0,-62.7592670633298
350.0,-62.904844658816856
351.0,-63.05042225430391
352.0,-63.195999849790965
353.0,-63.34157744527802
354.0,-63.48715504076506
355.0,-63.63273263625213
356.0,-63.77831023173917
357.0,-63.923887827226224
358.0,-64.06946542271328
359.0,-64.21504301820033
360.0,-64.36062061368739
361.0,-64.50619820917443
362.0,-64.65177580466148
363.0,-64.79735340014854
364.0,-64.94293099563559
365.0,-65.08850859112265
366.0,-65.2340861866097
367.0,-65.37966378209676
368.0,-65.5252413775838
369.0,-65.67081897307085
370.0,-65.8163965685579
371.0,-65.96197416404496
372.0,-66.10755175953202
373.0,-66.25312935501907
374.0,-66.39870695050612
375.0,-66.54428454599318
376.0,-66.68986214148023
377.0,-66.83543973696729
378.0,-66.98101733245434
379.0,-67.1265949279414
380.0,-67.27217252342844
381.0,-67.41775011891549
382.0,-67.56332771440255
383.0,-67.7089053098896
384.0,-67.85448290537666
385.0,-68.00006050086371
386.0,-68.14563809635075
387.0,-68.2912156918378
388.0,-68.43679328732486
389.0,-68.58237088281192
390.0,-68.72794847829897
391.0,-68.87352607378602
392.0,-69.01910366927306
393.0,-69.16468126476012
394.0,-69.31025886024717
395.0,-69.45583645573423
396.0,-69.60141405122128
397.0,-69.74699164670834
398.0,-69.89256924219539
399.0,-70.03814683768243
400.0,-70.18372443316949
401.0,-70.32930202865654
402.0,-70.4748796241436
403.0,-70.62045721963065
404.0,-70.7660348151177
405.0,-70.91161241060476
406.0,-71.05719000609182
407.0,-71.20276760157887
408.0,-71.34834519706592
409.0,-71.49392279255298
410.0,-71.63950038804003
411.0,-71.78507798352707
412.0,-71.93065557901413
413.0,-72.07623317450118
414.0,-72.22181076998824
415.0,-72.36738836547529
416.0,-72.51296596096235
417.0,-72.6585435564494
418.0,-72.80412115193644
419.0,-72.9496987474235
420.0,-73.09527634291055
421.0,-73.2408539383976
422.0,-73.38643153388466
423.0,-73.53200912937172
424.0,-73.67758672485876
425.0,-73.82316432034581
426.0,-73.96874191583287
427.0,-74.11431951131992
428.0,-74.25989710680697
429.0,-74.40547470229403
430.0,-74.55105229778107
431.0,-74.69662989326812
432.0,-74.84220748875518
433.0,-74.98778508424223
434.0,-75.13336267972929
435.0,-75.27894027521634
436.0,-75.4245178707034
437.0,-75.57009546619045
438.0,-75.7156730616775
439.0,-75.86125065716456
440.0,-76.00682825265162
441.0,-76.15240584813867
442.0,-76.29798344362572
443.0,-76.44356103911277
444.0,-76.58913863459982
445.0,-76.73471623008687
446.0,-76.88029382557393
447.0,-77.02587142106098
448.0,-77.17144901654804
449.0,-77.31702661203508
450.0,-77.46260420752213
451.0,-77.60818180300919
452.0,-77.75375939849624
453.0,-77.8993369939833
454.0,-78.04491458947035
455.0,-78.19049218495739
456.0,-78.33606978044445
457.0,-78.4816473759315
458.0,-78.62722497141856
459.0,-78.77280256690561
460.0,-78.91838016239267
461.0,-79.0639577578797
462.0,-79.20953535336676
463.0,-79.35511294885382
464.0,-79.50069054434087
465.0,-79.64626813982792
466.0,-79.79184573531498
467.0,-79.93742333080203
468.0,-80.08300092628909
469.0,-80.22857852177614
470.0,-80.3741561172632
471.0,-80.51973371275025
472.0,-80.6653113082373
473.0,-80.81088890372436
474.0,-80.9564664992114
475.0,-81.10204409469846
476.0,-81.24762169018551
477.0,-81.39319928567257
478.0,-81.53877688115962
479.0,-81.68435447664667
480.0,-81.82993207213372
481.0,-81.97550966762077
482.0,-82.12108726310782
483.0,-82.26666485859488
484.0,-82.41224245408193
485.0,-82.55782004956899
486.0,-82.70339764505604
487.0,-82.84897524054308
488.0,-82.99455283603014
489.0,-83.14013043151719
490.0,-83.28570802700425
491.0,-83.4312856224913
492.0,-83.57686321797836
493.0,-83.7224408134654
494.0,-83.86801840895245
495.0,-84.0135960044395
496.0,-84.15917359992656
497.0,-84.30475119541362
498.0,-84.45032879090067
499.0,-84.59590638638772
500.0,-84.74148398187478
501.0,-84.88706157736183
502.0,-85.03263917284889
503.0,-85.17821676833594
504.0,-85.323794363823
505.0,-85.46937195931005
506.0,-85.6149495547971
507.0,-85.76052715028415
508.0,-85.9061047457712
509.0,-86.05168234125826
510.0,-86.19725993674531
511.0,-86.34283753223237
512.0,-86.4884151277194
513.0,-86.63399272320646
514.0,-86.77957031869352
515.0,-86.92514791418057
516.0,-87.07072550966762
517.0,-87.21630310515468
518.0,-87.36188070064172
519.0,-87.50745829612877
520.0,-87.65303589161583
521.0,-87.79861348710288
522.0,-87.94419108258994
523.0,-88.089768678077
524.0,-88.23534627356403
525.0,-88.38092386905109
526.0,-88.52650146453814
527.0,-88.6720790600252
528.0,-88.81765665551225
529.0,-88.9632342509993
530.0,-89.10881184648636
531.0,-89.25438944197342
532.0,-89.39996703746047
533.0,-89.54554463294753
534.0,-89.69112222843458
535.0,-89.83669982392163
536.0,-89.98227741940869
537.0,-90.12785501489573
538.0,-90.27343261038278
539.0,-90.41901020586984
540.0,-90.5645878013569
541.0,-90.71016539684395
542.0,-90.85574299233099
543.0,-91.00132058781806
544.0,-91.1468981833051
545.0,-91.29247577879215
546.0,-91.4380533742792
547.0,-91.58363096976626
548.0,-91.72920856525332
549.0,-91.87478616074036
550.0,-92.02036375622741
551.0,-92.16594135171447
552.0,-92.31151894720152
553.0,-92.45709654268857
554.0,-92.60267413817562
555.0,-92.74825173366268
556.0,-92.89382932914972
557.0,-93.03940692463678
558.0,-93.18498452012383
559.0,-93.33056211561089
560.0,-93.47613971109794
561.0,-93.621717306585
562.0,-93.76729490207205
563.0,-93.9128724975591
564.0,-94.05845009304616
565.0,-94.20402768853322
566.0,-94.34960528402027
567.0,-94.49518287950733
568.0,-94.64076047499437
569.0,-94.78633807048142
570.0,-94.93191566596848
571.0,-95.07749326145553
572.0,-95.22307085694258
573.0,-95.36864845242962
574.0,-95.5142260479167
575.0,-95.65980364340373
576.0,-95.80538123889079
577.0,-95.95095883437784
578.0,-96.0965364298649
579.0,-96.24211402535195
580.0,-96.38769162083899
581.0,-96.53326921632605
582.0,-96.6788468118131
583.0,-96.82442440730016
584.0,-96.97000200278721
585.0,-97.11557959827427
586.0,-97.26115719376132
587.0,-93.85514299066202
588.0,-44.28678571428571
589.0,16.617896825396826
590.0,68.03416666666666
591.0,96.45599999999999
592.0,97.75
593.0,97.95
594.0,98.15
595.0,98.35
596.0,98.55
597.0,98.75
598.0,98.944
599.0,99.0
600.0,99.0
601.0,99.0
602.0,99.0
603.0,99.0
604.0,99.0
605.0,99.0
606.0,99.0
607.0,99.0
608.0,99.0
609.0,99.0
610.0,99.0
611.0,99.0
612.0,99.0
613.0,99.0
614.0,99.0
615.0,99.0
616.0,99.0
617.0,99.0
618.0,99.0
619.0,99.0
620.0,99.0
621.0,99.0
622.0,99.0
623.0,99.0
624.0,99.0
625.0,99.0
626.0,99.0
627.0,99.0
628.0,99.0
629.0,99.0
630.0,99.0
631.0,99.0
632.0,99.0
633.0,99.0
634.0,99.0
635.0,99.0
636.0,99.0
637.0,99.0
638.0,99.0
639.0,99.0
640.0,99.0
641.0,99.0
642.0,99.0
643.0,99.0
644.0,99.0
645.0,99.0
646.0,99.0
647.0,99.0
648.0,99.0
649.0,99.0
650.0,99.0
651.0,99.0
652.0,99.0
653.0,99.0
654.0,99.0
655.0,99.0
656.0,99.0
657.0,99.0
658.0,99.0
659.0,99.0
660.0,99.0
661.0,99.0
662.0,99.0
663.0,99.0
664.0,99.0
665.0,99.0
666.0,99.0
667.0,99.0
668.0,99.0
669.0,99.0
670.0,99.0
671.0,99.0
672.0,99.0
673.0,99.0
674.0,99.0
675.0,99.0
676.0,99.0
677.0,99.0
678.0,99.0
679.0,99.0
680.0,99.0
681.0,99.0
682.0,99.0
683.0,99.0
684.0,99.0
685.0,99.0
686.0,99.0
687.0,99.0
688.0,99.0
689.0,99.0
690.0,99.0
691.0,99.0
692.0,99.0
693.0,99.0
694.0,99.0
695.0,99.0
696.0,99.0
697.0,99.0
698.0,99.0
699.0,99.0
700.0,99.0
701.0,99.0
702.0,99.0
703.0,99.0
704.0,99.0
705.0,99.0
706.0,99.0
707.0,99.0
708.0,99.0
709.0,99.0
