Time(sec),AYYSG3O9FNU15
188.0,-100.0
189.0,-100.0
190.0,-100.0
191.0,-100.0
192.0,-100.0
193.0,-100.0
194.0,-100.0
195.0,-100.0
196.0,-100.0
197.0,-100.0
198.0,-100.0
199.0,-100.0
200.0,-100.0
201.0,-100.0
202.0,-100.0
203.0,-100.0
204.0,-100.0
205.0,-100.0
206.0,-100.0
207.0,-100.0
208.0,-100.0
209.0,-100.0
210.0,-100.0
211.0,-100.0
212.0,-100.0
213.0,-100.0
214.0,-100.0
215.0,-100.0
216.0,-100.0
217.0,-100.0
218.0,-100.0
219.0,-100.0
220.0,-100.0
221.0,-100.0
222.0,-100.0
223.0,-100.0
224.0,-100.0
225.0,-100.0
226.0,-100.0
227.0,-100.0
228.0,-100.0
229.0,-100.0
230.0,-100.0
231.0,-100.0
232.0,-100.0
233.0,-100.0
234.0,-100.0
235.0,-100.0
236.0,-100.0
237.0,-100.0
238.0,-100.0
239.0,-100.0
240.0,-100.0
241.0,-100.0
242.0,-99.67857142857142
243.0,-96.19409964692035
244.0,-96.56358796166562
245.0,-96.578944123746
246.0,-96.59430028582636
247.0,-96.60965644790673
248.0,-96.6250126099871
249.0,-96.64036877206746
250.0,-96.65572493414784
251.0,-96.6710810962282
252.0,-96.68643725830857
253.0,-96.69757047581683
254.0,-96.70524855685701
255.0,-96.7129266378972
256.0,-96.72060471893738
257.0,-96.72828279997756
258.0,-96.73596088101775
259.0,-96.74363896205793
260.0,-96.75131704309813
261.0,-96.7589951241383
262.0,-96.76667320517849
263.0,-96.77435128621867
264.0,-96.78202936725886
265.0,-96.78970744829904
266.0,-96.79738552933922
267.0,-96.8050636103794
268.0,-96.81274169141959
269.0,-96.82041977245977
270.0,-96.82809785349995
271.0,-96.83577593454015
272.0,-96.84345401558032
273.0,-96.85113209662052
274.0,-96.8588101776607
275.0,-96.86648825870088
276.0,-96.87416633974107
277.0,-96.88184442078125
278.0,-96.88906181695901
279.0,-96.89067421397746
280.0,-96.89067421397746
281.0,-96.89067421397746
282.0,-96.89067421397746
283.0,-96.89067421397746
284.0,-96.89067421397746
285.0,-96.89067421397746
286.0,-96.89067421397746
287.0,-96.89067421397746
288.0,-96.89113489883987
289.0,-96.89720058286161
290.0,-96.9048786639018
291.0,-96.91255674494198
292.0,-96.92023482598216
293.0,-96.92837359188476
294.0,-96.94211735694668
295.0,-96.95747351902705
296.0,-96.97282968110743
297.0,-96.9881858431878
298.0,-97.00354200526816
299.0,-97.01889816734852
300.0,-97.0342543294289
301.0,-97.04961049150927
302.0,-97.06496665358964
303.0,-97.07986213080758
304.0,-97.08915260886621
305.0,-97.0968306899064
306.0,-97.10450877094658
307.0,-97.11218685198676
308.0,-97.11986493302695
309.0,-97.12754301406713
310.0,-97.13522109510731
311.0,-97.1428991761475
312.0,-97.15057725718768
313.0,-97.15825533822786
314.0,-97.16593341926804
315.0,-97.17361150030823
316.0,-97.18128958134841
317.0,-97.1889676623886
318.0,-97.19664574342877
319.0,-97.20432382446897
320.0,-97.21200190550915
321.0,-97.21967998654934
322.0,-97.22735806758952
323.0,-97.2350361486297
324.0,-97.24271422966989
325.0,-97.25039231071007
326.0,-97.25807039175025
327.0,-97.26574847279043
328.0,-97.27342655383063
329.0,-97.2811046348708
330.0,-97.288782715911
331.0,-97.29646079695118
332.0,-97.30413887799136
333.0,-97.31181695903155
334.0,-97.31949504007173
335.0,-97.32717312111191
336.0,-97.3348512021521
337.0,-97.34252928319228
338.0,-97.35020736423246
339.0,-97.35788544527266
340.0,-97.36556352631283
341.0,-97.37324160735302
342.0,-97.3809196883932
343.0,-97.38859776943339
344.0,-97.39627585047357
345.0,-97.40395393151375
346.0,-97.41163201255394
347.0,-97.41931009359412
348.0,-97.4269881746343
349.0,-97.43466625567449
350.0,-97.44234433671468
351.0,-97.45002241775485
352.0,-97.45770049879505
353.0,-97.46537857983523
354.0,-97.47305666087541
355.0,-97.4807347419156
356.0,-97.48841282295578
357.0,-97.49609090399596
358.0,-97.50376898503615
359.0,-97.51144706607633
360.0,-97.51912514711651
361.0,-97.5268032281567
362.0,-97.53448130919688
363.0,-97.54215939023706
364.0,-97.54983747127724
365.0,-97.55751555231743
366.0,-97.56519363335761
367.0,-97.57287171439779
368.0,-97.58054979543797
369.0,-97.58822787647816
370.0,-97.59590595751834
371.0,-97.60358403855852
372.0,-97.6112621195987
373.0,-97.61894020063889
374.0,-97.62661828167909
375.0,-97.63429636271927
376.0,-97.64197444375945
377.0,-97.64965252479963
378.0,-97.65733060583982
379.0,-97.66500868688
380.0,-97.67268676792018
381.0,-97.68036484896037
382.0,-97.68804293000055
383.0,-97.69572101104073
384.0,-97.70339909208091
385.0,-97.71107717312111
386.0,-97.7187552541613
387.0,-97.72643333520148
388.0,-97.73411141624166
389.0,-97.74178949728184
390.0,-97.74946757832203
391.0,-97.75714565936221
392.0,-97.76482374040239
393.0,-97.77250182144257
394.0,-97.78017990248276
395.0,-97.78785798352294
396.0,-97.79553606456314
397.0,-97.80321414560332
398.0,-97.8108922266435
399.0,-97.81857030768369
400.0,-97.82624838872387
401.0,-97.83392646976405
402.0,-97.84160455080423
403.0,-97.84928263184442
404.0,-97.8569607128846
405.0,-97.86456201311438
406.0,-97.86732612228884
407.0,-97.86732612228884
408.0,-97.86732612228884
409.0,-97.86732612228884
410.0,-97.86732612228884
411.0,-97.86732612228884
412.0,-97.86732612228884
413.0,-97.86778680715125
414.0,-97.87884324384912
415.0,-97.8941994059295
416.0,-97.90955556800986
417.0,-97.92491173009023
418.0,-97.9402678921706
419.0,-97.95562405425096
420.0,-97.97098021633133
421.0,-97.98587569354929
422.0,-97.9951661716079
423.0,-98.00284425264809
424.0,-98.01052233368827
425.0,-98.01820041472845
426.0,-98.02587849576864
427.0,-98.03355657680882
428.0,-98.041234657849
429.0,-98.0489127388892
430.0,-98.05659081992937
431.0,-98.06426890096957
432.0,-98.07194698200975
433.0,-98.07962506304993
434.0,-98.08730314409011
435.0,-98.0949812251303
436.0,-98.10265930617048
437.0,-98.11033738721066
438.0,-98.11801546825085
439.0,-98.12569354929103
440.0,-98.13337163033123
441.0,-98.1410497113714
442.0,-98.14872779241159
443.0,-98.15640587345177
444.0,-98.16408395449196
445.0,-98.17176203553214
446.0,-98.17944011657232
447.0,-98.1871181976125
448.0,-98.19479627865269
449.0,-98.20247435969287
450.0,-98.21015244073305
451.0,-98.21783052177325
452.0,-98.22550860281342
453.0,-98.23318668385362
454.0,-98.2408647648938
455.0,-98.24854284593398
456.0,-98.25622092697417
457.0,-98.26389900801435
458.0,-98.27157708905453
459.0,-98.27925517009471
460.0,-98.2869332511349
461.0,-98.29461133217508
462.0,-98.30228941321528
463.0,-98.30996749425545
464.0,-98.31764557529564
465.0,-98.32532365633583
466.0,-98.33300173737601
467.0,-98.34067981841619
468.0,-98.34835789945637
469.0,-98.35603598049656
470.0,-98.36371406153674
471.0,-98.37139214257692
472.0,-98.3790702236171
473.0,-98.38674830465729
474.0,-98.39442638569747
475.0,-98.40210446673765
476.0,-98.40978254777784
477.0,-98.41746062881802
478.0,-98.4251387098582
479.0,-98.43281679089839
480.0,-98.44049487193857
481.0,-98.44817295297875
482.0,-98.45585103401893
483.0,-98.46352911505912
484.0,-98.4712071960993
485.0,-98.47888527713948
486.0,-98.48656335817968
487.0,-98.49424143921986
488.0,-98.4997696575688
489.0,-98.5
490.0,-98.5
491.0,-95.54615384615384
492.0,-96.68793706293707
493.0,-98.32386363636364
494.0,-98.58806818181817
495.0,-98.75852272727272
496.0,-98.92897727272728
497.0,-99.09943181818183
498.0,-99.26988636363636
499.0,-99.43863636363636
500.0,-99.5
501.0,-99.5
502.0,-99.5
503.0,-99.5
504.0,-99.5
505.0,-99.5
506.0,-99.5
507.0,-99.5
508.0,-99.5
509.0,-99.05
510.0,-94.17902173913043
511.0,-92.2304347826087
512.0,-88.23826086956521
513.0,-86.5
514.0,-86.50714285714285
515.0,-86.60119047619048
516.0,-86.7202380952381
517.0,-86.83928571428571
518.0,-87.15714285714286
519.0,-98.4
520.0,-100.0
521.0,-100.0
522.0,-99.825
523.0,-97.53571428571429
524.0,-97.73992673992674
525.0,-94.0
526.0,-93.23076923076923
527.0,-92.46153846153847
528.0,-92.00384615384615
529.0,-92.0
530.0,-92.0
531.0,-92.0
532.0,-92.0
533.0,-92.0
534.0,-92.0
535.0,-92.63333333333334
536.0,-99.61666666666666
537.0,-100.0
538.0,-99.88861386138613
539.0,-99.64108910891089
540.0,-99.25742574257426
541.0,-98.76237623762377
542.0,-98.26732673267327
543.0,-97.77227722772277
544.0,-93.75
545.0,-92.14814814814815
546.0,-92.0
547.0,-92.0
548.0,-92.0
549.0,-92.0
550.0,-92.0
551.0,-98.95
552.0,-99.98064516129031
553.0,-99.7258064516129
554.0,-95.90645161290323
555.0,-95.0
556.0,-95.0
557.0,-96.3790909090909
558.0,-98.32727272727273
559.0,-98.69090909090909
560.0,-99.05454545454545
561.0,-99.41818181818182
562.0,-99.78181818181818
563.0,-98.19818181818182
564.0,-98.0
565.0,-98.0
566.0,-98.0
567.0,-98.0
568.0,-98.30310880829015
569.0,-99.07772020725388
570.0,-99.18134715025907
571.0,-99.28497409326425
572.0,-99.38860103626942
573.0,-99.4922279792746
574.0,-99.5958549222798
575.0,-99.69948186528498
576.0,-99.80310880829015
577.0,-99.90673575129533
578.0,-97.7417098445596
579.0,-94.91666666666667
580.0,-90.6
581.0,-88.0
582.0,-88.0
583.0,-88.0
584.0,-88.0
585.0,-88.0
586.0,-88.0
587.0,-88.0
588.0,-88.0
589.0,-88.0
590.0,-88.0
591.0,-97.72666666666666
592.0,-93.08333333333334
593.0,-90.0
594.0,-90.16666666666666
595.0,-96.0297052154195
596.0,-97.69931972789115
597.0,-99.17666666666666
598.0,-100.0
599.0,-100.0
600.0,-100.0
