Time(sec),AZSSG2REHDX18
301.0,-85.0
302.0,-85.0
303.0,-85.0
304.0,-85.0
305.0,-85.0
306.0,-85.0
307.0,-85.0
308.0,-85.0
309.0,-85.0
310.0,-85.0
311.0,-85.0
312.0,-85.0
313.0,-85.0
314.0,-85.0
315.0,-85.0
316.0,-85.0
317.0,-85.0
318.0,-85.0
319.0,-85.0
320.0,-85.0
321.0,-85.0
322.0,-85.0
323.0,-85.0
324.0,-85.0
325.0,-85.0
326.0,-85.0
327.0,-85.0
328.0,-85.0
329.0,-85.0
330.0,-85.0
331.0,-85.0
332.0,-85.0
333.0,-85.0
334.0,-85.0
335.0,-85.0
336.0,-85.0
337.0,-85.0
338.0,-85.0
339.0,-85.0
340.0,-85.0
341.0,-85.0
342.0,-85.0
343.0,-85.0
344.0,-85.0
345.0,-85.0
346.0,-85.0
347.0,-85.0
348.0,-85.0
349.0,-85.0
350.0,-85.0
351.0,-85.0
352.0,-85.0
353.0,-85.0
354.0,-85.0
355.0,-85.0
356.0,-85.0
357.0,-85.0
358.0,-67.29086097596934
359.0,-44.558928571428574
360.0,-42.0
361.0,-42.0
362.0,-42.0
363.0,-42.0
364.0,-42.0
365.0,-41.88
366.0,-13.561998834498834
367.0,-3.1125
368.0,-3.0
369.0,-3.0
370.0,-3.0
371.0,-3.0
372.0,-3.0
373.0,-3.0
374.0,-3.0
375.0,-3.0
376.0,-3.0
377.0,-3.0
378.0,-3.0
379.0,-3.0
380.0,-3.0
381.0,-3.0
382.0,-3.0
383.0,-3.0
384.0,-3.0
385.0,-3.0
386.0,-3.0
387.0,-3.0
388.0,-3.0
389.0,-3.0
390.0,-3.0
391.0,-3.0
392.0,-3.0
393.0,-3.0
394.0,-3.0
395.0,-3.0
396.0,-3.0
397.0,-3.0
398.0,-3.0
399.0,-3.0
400.0,-3.0
401.0,-2.357142857142857
402.0,12.797182719241542
403.0,25.05
404.0,25.81470588235294
405.0,26.579411764705885
406.0,27.0
407.0,27.0
408.0,27.0
409.0,27.0
410.0,27.0
411.0,27.0
412.0,27.0
413.0,27.0
414.0,27.0
415.0,27.0
416.0,27.0
417.0,27.0
418.0,27.0
419.0,27.0
420.0,27.0
421.0,27.0
422.0,27.0
423.0,27.0
424.0,38.26708817498291
425.0,65.71900703463203
426.0,78.74090909090908
427.0,79.0
428.0,79.0
429.0,79.0
430.0,79.0
431.0,79.0
432.0,79.0
433.0,79.0
434.0,79.0
435.0,79.0
436.0,79.0
437.0,79.0
438.0,79.0
439.0,79.0
440.0,79.0
441.0,79.0
442.0,79.0
443.0,79.0
444.0,79.0
445.0,79.0
446.0,79.0
447.0,79.0
448.0,79.0
449.0,79.0
450.0,79.0
451.0,79.0
452.0,79.0
453.0,79.0
454.0,79.0
455.0,79.0
456.0,79.0
457.0,79.0
458.0,79.0
459.0,79.0
460.0,79.0
461.0,78.89411764705883
462.0,78.2831550802139
463.0,48.009365634365636
464.0,17.24884370015949
465.0,13.933014354066987
466.0,13.014354066985646
467.0,13.0
468.0,13.0
469.0,13.0
470.0,13.0
471.0,13.0
472.0,13.0
473.0,13.0
474.0,13.0
475.0,11.931666666666667
476.0,-31.960019646669355
477.0,-84.74467032967033
478.0,-93.6
479.0,-94.0
480.0,-94.0
481.0,-94.0
482.0,-94.0
483.0,-94.0
484.0,-94.0
485.0,-94.0
486.0,-94.0
487.0,-94.0
488.0,-94.0
489.0,-94.0
490.0,-94.0
491.0,-94.0
492.0,-94.0
493.0,-94.0
494.0,-94.0
495.0,-94.0
496.0,-94.0
497.0,-94.0
498.0,-94.0
499.0,-94.0
500.0,-94.0
501.0,-94.0
502.0,-94.0
503.0,-94.0
504.0,-94.0
505.0,-94.0
506.0,-94.0
507.0,-94.0
508.0,-94.0
509.0,-94.0
510.0,-94.0
511.0,-94.0
512.0,-94.0
513.0,-94.0
514.0,-94.0
515.0,-94.0
516.0,-94.0
517.0,-94.0
518.0,-94.0
519.0,-94.0
520.0,-94.0
521.0,-94.0
522.0,-94.0
523.0,-94.0
524.0,-94.0
525.0,-94.0
526.0,-94.0
527.0,-94.0
528.0,-94.0
529.0,-94.0
530.0,-94.0
531.0,-94.0
532.0,-94.0
533.0,-94.0
534.0,-94.0
535.0,-94.0
536.0,-94.35
537.0,-97.025
538.0,-99.875
539.0,-100.0
540.0,-100.0
541.0,-100.0
542.0,-100.0
543.0,-100.0
544.0,-100.0
545.0,-100.0
546.0,-100.0
547.0,-100.0
548.0,-100.0
549.0,-100.0
550.0,-100.0
551.0,-100.0
552.0,-100.0
553.0,-100.0
554.0,-100.0
555.0,-100.0
556.0,-100.0
557.0,-100.0
558.0,-100.0
559.0,-100.0
560.0,-100.0
561.0,-100.0
562.0,-100.0
563.0,-100.0
564.0,-100.0
565.0,-100.0
566.0,-100.0
567.0,-100.0
