Time(sec),A3UTSRN8QLKWE
185.0,100.0
186.0,100.0
187.0,100.0
188.0,100.0
189.0,100.0
190.0,100.0
191.0,100.0
192.0,100.0
193.0,100.0
194.0,100.0
195.0,100.0
196.0,100.0
197.0,100.0
198.0,100.0
199.0,100.0
200.0,100.0
201.0,100.0
202.0,100.0
203.0,100.0
204.0,100.0
205.0,100.0
206.0,100.0
207.0,100.0
208.0,100.0
209.0,100.0
210.0,100.0
211.0,100.0
212.0,100.0
213.0,100.0
214.0,100.0
215.0,100.0
216.0,100.0
217.0,100.0
218.0,100.0
219.0,100.0
220.0,100.0
221.0,100.0
222.0,100.0
223.0,100.0
224.0,100.0
225.0,100.0
226.0,100.0
227.0,100.0
228.0,100.0
229.0,85.63315656565656
230.0,32.490993004964395
231.0,-24.391172924297926
232.0,-81.57900065491783
233.0,-100.0
234.0,-100.0
235.0,-100.0
236.0,-100.0
237.0,-100.0
238.0,-100.0
239.0,-100.0
240.0,-100.0
241.0,-100.0
242.0,-100.0
243.0,-100.0
244.0,-100.0
245.0,-100.0
246.0,-100.0
247.0,-100.0
248.0,-100.0
249.0,-100.0
250.0,-100.0
251.0,-100.0
252.0,-100.0
253.0,-100.0
254.0,-100.0
255.0,-100.0
256.0,-100.0
257.0,-100.0
258.0,-100.0
259.0,-100.0
260.0,-100.0
261.0,-100.0
262.0,-100.0
263.0,-100.0
264.0,-100.0
265.0,-100.0
266.0,-100.0
267.0,-100.0
268.0,-100.0
269.0,-100.0
270.0,-100.0
271.0,-100.0
272.0,-100.0
273.0,-100.0
274.0,-100.0
275.0,-100.0
276.0,-100.0
277.0,-100.0
278.0,-100.0
279.0,-100.0
280.0,-100.0
281.0,-100.0
282.0,-100.0
283.0,-100.0
284.0,-100.0
285.0,-100.0
286.0,-100.0
287.0,-100.0
288.0,-100.0
289.0,-100.0
290.0,-100.0
291.0,-100.0
292.0,-100.0
293.0,-100.0
294.0,-100.0
295.0,-100.0
296.0,-100.0
297.0,-100.0
298.0,-100.0
299.0,-100.0
300.0,-100.0
301.0,-100.0
302.0,-87.38679356357927
303.0,-39.30255407990702
304.0,6.738366372189901
305.0,60.46603583916084
306.0,99.10619047619048
307.0,100.0
308.0,100.0
309.0,100.0
310.0,100.0
311.0,100.0
312.0,100.0
313.0,100.0
314.0,100.0
315.0,100.0
316.0,100.0
317.0,100.0
318.0,100.0
319.0,100.0
320.0,100.0
321.0,100.0
322.0,100.0
323.0,100.0
324.0,100.0
325.0,100.0
326.0,100.0
327.0,100.0
328.0,100.0
329.0,100.0
330.0,100.0
331.0,100.0
332.0,100.0
333.0,100.0
334.0,100.0
335.0,100.0
336.0,100.0
337.0,100.0
338.0,100.0
339.0,100.0
340.0,100.0
341.0,100.0
342.0,100.0
343.0,100.0
344.0,100.0
345.0,99.85714285714286
346.0,79.55919913419913
347.0,25.089468864468863
348.0,-29.04834022186963
349.0,-81.36132756132756
350.0,-98.57227138643069
351.0,-95.976401179941
352.0,-93.38053097345133
353.0,-90.78466076696165
354.0,-88.18879056047197
355.0,-85.5929203539823
356.0,-82.99705014749262
357.0,-80.40117994100295
358.0,-77.80530973451327
359.0,-75.2094395280236
360.0,-72.61356932153392
361.0,-70.01769911504425
362.0,-67.42182890855457
363.0,-64.8259587020649
364.0,-62.23008849557522
365.0,-59.63421828908555
366.0,-57.038348082595874
367.0,-54.442477876106196
368.0,-51.84660766961652
369.0,-49.25073746312684
370.0,-46.65486725663717
371.0,-44.05899705014749
372.0,-41.46312684365782
373.0,-38.86725663716815
374.0,-36.27138643067847
375.0,-33.67551622418879
376.0,-31.079646017699115
377.0,-28.483775811209444
378.0,-25.887905604719766
379.0,-23.29203539823009
380.0,-20.696165191740413
381.0,-18.100294985250738
382.0,-15.504424778761063
383.0,-12.908554572271388
384.0,-10.312684365781712
385.0,-7.716814159292037
386.0,-5.120943952802362
387.0,-2.5250737463126853
388.0,0.07079646017699019
389.0,2.6666666666666656
390.0,5.26253687315634
391.0,7.858407079646016
392.0,10.454277286135692
393.0,13.050147492625367
394.0,15.646017699115044
395.0,18.241887905604717
396.0,20.837758112094395
397.0,23.43362831858407
398.0,26.029498525073745
399.0,28.62536873156342
400.0,31.221238938053098
401.0,33.81710914454277
402.0,36.41297935103245
403.0,39.008849557522126
404.0,41.60471976401179
405.0,44.20058997050147
406.0,46.79646017699115
407.0,49.392330383480825
408.0,51.988200589970496
409.0,54.584070796460175
410.0,57.17994100294985
411.0,59.77581120943953
412.0,62.371681415929196
413.0,64.96755162241888
414.0,67.56342182890856
415.0,70.15929203539824
416.0,72.7551622418879
417.0,76.94482300884957
418.0,99.23311688311688
419.0,100.0
420.0,100.0
421.0,100.0
422.0,100.0
423.0,100.0
424.0,100.0
425.0,100.0
426.0,100.0
427.0,100.0
428.0,100.0
429.0,100.0
430.0,100.0
431.0,100.0
432.0,100.0
433.0,100.0
434.0,100.0
435.0,100.0
436.0,100.0
437.0,100.0
438.0,100.0
439.0,100.0
440.0,100.0
441.0,100.0
442.0,100.0
443.0,100.0
444.0,100.0
445.0,100.0
446.0,71.74826388888889
447.0,19.96369056179929
448.0,6.484028990569333
449.0,3.935827803003842
450.0,1.3876266154383514
451.0,-1.1605745721271394
452.0,-3.7087757596926303
453.0,-6.256976947258122
454.0,-8.805178134823612
455.0,-11.353379322389102
456.0,-13.901580509954593
457.0,-16.449781697520088
458.0,-18.997982885085577
459.0,-21.546184072651066
460.0,-24.09438526021656
461.0,-26.642586447782048
462.0,-29.19078763534754
463.0,-31.73898882291303
464.0,-34.287190010478525
465.0,-36.83539119804401
466.0,-39.383592385609504
467.0,-41.93179357317499
468.0,-44.47999476074049
469.0,-47.02819594830598
470.0,-49.57639713587147
471.0,-52.124598323436956
472.0,-54.67279951100245
473.0,-57.22100069856795
474.0,-59.76920188613343
475.0,-62.31740307369893
476.0,-64.86560426126441
477.0,-67.41380544882989
478.0,-69.96200663639539
479.0,-72.51020782396088
480.0,-75.05840901152638
481.0,-77.60661019909186
482.0,-80.15481138665736
483.0,-82.70301257422284
484.0,-85.25121376178834
485.0,-87.79941494935382
486.0,-90.34761613691931
487.0,-92.8958173244848
488.0,-89.29396029805565
489.0,-41.09383061383061
490.0,21.544040404040405
491.0,79.34322725885227
492.0,97.83854166666666
493.0,98.359375
494.0,98.88020833333334
495.0,99.40104166666666
496.0,99.890625
497.0,100.0
498.0,99.97322404371585
499.0,99.88046448087432
500.0,99.78483606557377
501.0,99.68920765027323
502.0,99.59357923497268
503.0,99.49795081967213
504.0,99.40232240437159
505.0,99.30669398907104
506.0,99.2110655737705
507.0,99.11543715846994
508.0,99.0198087431694
509.0,98.92418032786885
510.0,98.82855191256832
511.0,98.73292349726776
512.0,98.63729508196721
513.0,98.54166666666667
514.0,98.44603825136612
515.0,98.35040983606558
516.0,98.25478142076503
517.0,98.15915300546449
518.0,98.06352459016394
519.0,97.9678961748634
520.0,97.87226775956285
521.0,97.77663934426229
522.0,94.34817720530836
523.0,61.86780261348006
524.0,56.62546669286697
525.0,54.436431518962465
526.0,52.24739634505797
527.0,50.05836117115347
528.0,47.86932599724897
529.0,45.68029082334447
530.0,43.49125564943997
531.0,41.30222047553547
532.0,39.11318530163097
533.0,36.92415012772647
534.0,34.73511495382197
535.0,32.54607977991747
536.0,30.35704460601297
537.0,28.16800943210847
538.0,25.97897425820397
539.0,23.78993908429947
540.0,21.60090391039497
541.0,19.41186873649047
542.0,17.22283356258597
543.0,15.03379838868147
544.0,12.84476321477697
545.0,10.655728040872471
546.0,8.466692866967971
547.0,6.277657693063472
548.0,4.088622519158972
549.0,1.8995873452544714
550.0,-0.28944782865002877
551.0,-2.478483002554529
552.0,-4.66751817645903
553.0,-6.856553350363529
554.0,-9.04558852426803
555.0,-11.234623698172529
556.0,-13.423658872077027
557.0,-15.612694045981527
558.0,-17.801729219886028
559.0,-19.990764393790528
560.0,-22.179799567695028
561.0,-24.368834741599528
562.0,-26.55786991550403
563.0,-28.74690508940853
564.0,-30.93594026331303
565.0,-33.12497543721753
566.0,-35.31401061112203
567.0,-37.50304578502653
568.0,-39.69208095893102
569.0,-41.88111613283553
570.0,-44.07015130674002
571.0,-46.25918648064453
572.0,-48.44822165454902
573.0,-50.63725682845353
574.0,-52.826292002358024
575.0,-55.01532717626253
576.0,-57.204362350167024
577.0,-59.39339752407153
578.0,-61.582432697976024
579.0,-63.77146787188053
580.0,-65.96050304578503
581.0,-68.14953821968953
582.0,-70.33857339359403
583.0,-72.52760856749853
584.0,-74.71664374140303
585.0,-76.90567891530753
586.0,-79.09471408921203
587.0,-81.28374926311653
588.0,-83.47278443702103
589.0,-85.66181961092553
590.0,-87.85085478483003
591.0,-90.03988995873453
592.0,-92.22892513263903
593.0,-94.41796030654353
594.0,-96.60699548044803
595.0,-98.79603065435253
596.0,-100.0
