Time(sec),A1EUJEHDI66UT
298.0,-18.702380952380953
299.0,-26.69557823129252
300.0,-34.68877551020408
301.0,-42.68197278911565
302.0,-50.675170068027214
303.0,-58.66836734693877
304.0,-66.66156462585033
305.0,-74.6547619047619
306.0,-82.64795918367346
307.0,-90.64115646258503
308.0,-97.78492857142857
309.0,-94.53999999999999
310.0,-88.14000000000001
311.0,-81.74
312.0,-75.34
313.0,-68.94000000000001
314.0,-62.54
315.0,-56.14
316.0,-49.74
317.0,-43.34
318.0,-36.940000000000005
319.0,-30.54
320.0,-24.140000000000004
321.0,-17.740000000000002
322.0,-11.339999999999998
323.0,-4.940000000000005
324.0,-4.359
325.0,-16.75
326.0,-25.558392857142856
327.0,-31.35625
328.0,-35.97083333333333
329.0,-43.88
330.0,-48.12
331.0,-53.375
332.0,-57.30499999999999
333.0,-57.970000000000006
334.0,-58.0
335.0,-58.0
336.0,-58.0
337.0,-58.0
338.0,-58.0
339.0,-58.0
340.0,-58.0
341.0,-58.0
342.0,-58.0
343.0,-58.0
344.0,-58.0
345.0,-58.0
346.0,-58.0
347.0,-58.0
348.0,-58.0
349.0,-58.0
350.0,-58.0
351.0,-58.0
352.0,-58.0
353.0,-58.0
354.0,-58.0
355.0,-58.0
356.0,-58.0
357.0,-58.0
358.0,-58.0
359.0,-58.0
360.0,-58.0
361.0,-58.0
362.0,-58.0
363.0,-58.0
364.0,-58.0
365.0,-58.0
366.0,-58.0
367.0,-58.0
368.0,-58.0
369.0,-58.0
370.0,-58.0
371.0,-58.0
372.0,-58.0
373.0,-58.0
374.0,-58.0
375.0,-58.0
376.0,-58.0
377.0,-58.0
378.0,-58.0
379.0,-58.0
380.0,-58.0
381.0,-58.0
382.0,-58.0
383.0,-58.0
384.0,-58.0
385.0,-58.0
386.0,-58.0
387.0,-58.0
388.0,-58.0
389.0,-58.0
390.0,-58.0
391.0,-58.0
392.0,-58.0
393.0,-58.0
394.0,-58.0
395.0,-58.0
396.0,-58.0
397.0,-58.0
398.0,-58.0
399.0,-58.0
400.0,-58.0
401.0,-58.0
402.0,-58.0
403.0,-58.0
404.0,-58.0
405.0,-58.0
406.0,-58.0
407.0,-58.0
408.0,-58.0
409.0,-58.0
410.0,-58.0
411.0,-58.0
412.0,-58.0
413.0,-58.0
414.0,-58.0
415.0,-58.0
416.0,-58.0
417.0,-58.0
418.0,-58.0
419.0,-58.0
420.0,-58.0
421.0,-58.0
422.0,-58.0
423.0,-58.0
424.0,-58.0
425.0,-58.0
426.0,-58.0
427.0,-58.0
428.0,-58.0
429.0,-58.0
430.0,-58.0
431.0,-58.0
432.0,-58.0
433.0,-58.0
434.0,-58.0
435.0,-58.0
436.0,-58.0
437.0,-58.0
438.0,-58.0
439.0,-58.0
440.0,-58.0
441.0,-58.0
442.0,-58.0
443.0,-58.0
444.0,-58.0
445.0,-58.0
446.0,-58.0
447.0,-58.0
448.0,-58.0
449.0,-58.0
450.0,-58.0
451.0,-58.0
452.0,-58.0
453.0,-58.0
454.0,-58.0
455.0,-58.0
456.0,-58.0
457.0,-58.0
458.0,-58.0
459.0,-58.0
460.0,-58.0
461.0,-58.0
462.0,-58.0
463.0,-58.0
464.0,-58.0
465.0,-58.0
466.0,-58.0
467.0,-58.0
468.0,-58.0
469.0,-58.0
470.0,-58.0
471.0,-58.0
472.0,-58.0
473.0,-58.0
474.0,-58.0
475.0,-58.0
476.0,-58.0
477.0,-58.0
478.0,-58.0
479.0,-58.0
480.0,-58.0
481.0,-58.0
482.0,-58.0
483.0,-58.0
484.0,-58.0
485.0,-58.0
486.0,-58.0
487.0,-58.0
488.0,-58.0
489.0,-58.0
490.0,-58.0
491.0,-58.0
492.0,-58.0
493.0,-58.0
494.0,-58.0
495.0,-58.0
496.0,-58.0
497.0,-58.0
498.0,-58.0
499.0,-58.0
500.0,-58.0
501.0,-58.0
502.0,-58.0
503.0,-58.0
504.0,-58.0
505.0,-58.0
506.0,-58.0
507.0,-58.0
508.0,-58.0
509.0,-58.0
510.0,-58.0
511.0,-58.0
512.0,-58.0
513.0,-58.0
514.0,-58.0
515.0,-58.0
516.0,-58.0
517.0,-58.0
518.0,-58.0
519.0,-58.0
520.0,-58.0
521.0,-58.0
522.0,-58.0
523.0,-58.0
524.0,-58.0
525.0,-58.0
526.0,-58.0
527.0,-58.0
528.0,-58.0
529.0,-58.0
530.0,-58.0
531.0,-58.0
532.0,-58.0
533.0,-58.0
534.0,-58.0
535.0,-58.0
536.0,-58.0
537.0,-58.0
538.0,-58.0
539.0,-58.0
540.0,-58.0
541.0,-58.0
542.0,-58.0
543.0,-58.0
544.0,-58.0
545.0,-58.0
546.0,-58.0
547.0,-58.0
548.0,-58.0
549.0,-58.0
550.0,-58.0
551.0,-58.0
552.0,-58.0
553.0,-58.0
554.0,-58.0
555.0,-58.0
556.0,-58.0
557.0,-58.0
558.0,-58.0
559.0,-58.0
560.0,-58.0
561.0,-58.0
562.0,-58.0
