Time(sec),A2YN6Z2DAW88X
188.0,-100.0
189.0,-100.0
190.0,-100.0
191.0,-100.0
192.0,-100.0
193.0,-100.0
194.0,-100.0
195.0,-100.0
196.0,-100.0
197.0,-100.0
198.0,-100.0
199.0,-100.0
200.0,-100.0
201.0,-100.0
202.0,-100.0
203.0,-100.0
204.0,-100.0
205.0,-100.0
206.0,-100.0
207.0,-100.0
208.0,-100.0
209.0,-100.0
210.0,-100.0
211.0,-100.0
212.0,-100.0
213.0,-100.0
214.0,-100.0
215.0,-100.0
216.0,-100.0
217.0,-100.0
218.0,-100.0
219.0,-100.0
220.0,-100.0
221.0,-100.0
222.0,-100.0
223.0,-100.0
224.0,-100.0
225.0,-100.0
226.0,-100.0
227.0,-100.0
228.0,-100.0
229.0,-100.0
230.0,-100.0
231.0,-100.0
232.0,-100.0
233.0,-100.0
234.0,-100.0
235.0,-100.0
236.0,-100.0
237.0,-100.0
238.0,-100.0
239.0,-100.0
240.0,-100.0
241.0,-100.0
242.0,-100.0
243.0,-100.0
244.0,-100.0
245.0,-100.0
246.0,-100.0
247.0,-100.0
248.0,-100.0
249.0,-100.0
250.0,-100.0
251.0,-100.0
252.0,-100.0
253.0,-100.0
254.0,-100.0
255.0,-100.0
256.0,-100.0
257.0,-100.0
258.0,-100.0
259.0,-100.0
260.0,-100.0
261.0,-100.0
262.0,-100.0
263.0,-100.0
264.0,-100.0
265.0,-100.0
266.0,-100.0
267.0,-100.0
268.0,-100.0
269.0,-100.0
270.0,-100.0
271.0,-100.0
272.0,-100.0
273.0,-100.0
274.0,-100.0
275.0,-100.0
276.0,-100.0
277.0,-100.0
278.0,-100.0
279.0,-100.0
280.0,-100.0
281.0,-100.0
282.0,-100.0
283.0,-100.0
284.0,-100.0
285.0,-100.0
286.0,-100.0
287.0,-100.0
288.0,-100.0
289.0,-100.0
290.0,-100.0
291.0,-100.0
292.0,-100.0
293.0,-100.0
294.0,-100.0
295.0,-100.0
296.0,-100.0
297.0,-100.0
298.0,-100.0
299.0,-100.0
300.0,-100.0
301.0,-100.0
302.0,-100.0
303.0,-100.0
304.0,-100.0
305.0,-100.0
306.0,-100.0
307.0,-100.0
308.0,-100.0
309.0,-100.0
310.0,-100.0
311.0,-100.0
312.0,-100.0
313.0,-100.0
314.0,-100.0
315.0,-100.0
316.0,-100.0
317.0,-100.0
318.0,-100.0
319.0,-100.0
320.0,-100.0
321.0,-100.0
322.0,-100.0
323.0,-100.0
324.0,-100.0
325.0,-100.0
326.0,-100.0
327.0,-100.0
328.0,-100.0
329.0,-100.0
330.0,-100.0
331.0,-100.0
332.0,-100.0
333.0,-100.0
334.0,-100.0
335.0,-100.0
336.0,-100.0
337.0,-100.0
338.0,-100.0
339.0,-100.0
340.0,-100.0
341.0,-100.0
342.0,-100.0
343.0,-100.0
344.0,-100.0
345.0,-100.0
346.0,-100.0
347.0,-100.0
348.0,-100.0
349.0,-100.0
350.0,-100.0
351.0,-100.0
352.0,-100.0
353.0,-100.0
354.0,-100.0
355.0,-100.0
356.0,-100.0
357.0,-100.0
358.0,-100.0
359.0,-100.0
360.0,-100.0
361.0,-100.0
362.0,-100.0
363.0,-100.0
364.0,-100.0
365.0,-100.0
366.0,-100.0
367.0,-100.0
368.0,-100.0
369.0,-100.0
370.0,-100.0
371.0,-100.0
372.0,-100.0
373.0,-100.0
374.0,-100.0
375.0,-98.11984126984126
376.0,-87.29736111111112
377.0,-77.76142857142858
378.0,-68.4517857142857
379.0,-58.80666666666666
380.0,-47.49166666666667
381.0,-35.86666666666667
382.0,-23.875
383.0,-15.116666666666665
384.0,-10.88888888888889
385.0,-6.938888888888888
386.0,-5.25
387.0,-2.333333333333333
388.0,-0.6
389.0,3.0
390.0,5.4
391.0,7.2857142857142865
392.0,10.714285714285714
393.0,12.428571428571427
394.0,17.69206349206349
395.0,47.761785714285715
396.0,86.22445887445888
397.0,99.6969696969697
398.0,99.96212121212122
399.0,100.0
400.0,100.0
401.0,100.0
402.0,100.0
403.0,100.0
404.0,100.0
405.0,99.87435897435897
406.0,96.6923076923077
407.0,80.55
408.0,68.18333333333334
409.0,65.5
410.0,65.5
411.0,65.5
412.0,65.5
413.0,65.5
414.0,65.5
415.0,65.5
416.0,65.5
417.0,65.5
418.0,65.05
419.0,56.93333333333334
420.0,46.335439763488544
421.0,43.32150776053215
422.0,42.52328159645233
423.0,41.72505543237251
424.0,40.92682926829268
425.0,40.12860310421286
426.0,39.330376940133036
427.0,38.532150776053214
428.0,37.73392461197339
429.0,36.93569844789357
430.0,36.13747228381375
431.0,35.33924611973392
432.0,34.54101995565411
433.0,33.74279379157428
434.0,32.94456762749446
435.0,32.146341463414636
436.0,31.348115299334815
437.0,30.54988913525499
438.0,29.751662971175165
439.0,28.953436807095347
440.0,28.155210643015522
441.0,27.356984478935697
442.0,26.478935698447895
443.0,25.002217294900223
444.0,23.405764966740577
445.0,21.80931263858093
446.0,20.212860310421284
447.0,18.61640798226164
448.0,17.019955654102
449.0,15.423503325942352
450.0,13.827050997782706
451.0,12.230598669623062
452.0,10.713968957871398
453.0,9.796008869179602
454.0,8.99778270509978
455.0,8.199556541019957
456.0,7.401330376940135
457.0,6.603104212860312
458.0,5.804878048780489
459.0,5.006651884700667
460.0,4.208425720620844
461.0,3.410199556541022
462.0,2.6119733924611994
463.0,1.8137472283813765
464.0,1.0155210643015535
465.0,0.21729490022173154
466.0,-0.5809312638580912
467.0,-1.3791574279379133
468.0,-2.177383592017736
469.0,-2.975609756097559
470.0,-3.773835920177382
471.0,-4.572062084257204
472.0,-5.370288248337027
473.0,-6.168514412416849
474.0,-6.9667405764966714
475.0,-7.764966740576495
476.0,-8.563192904656317
477.0,-9.36141906873614
478.0,-10.159645232815961
479.0,-10.957871396895786
480.0,-11.756097560975608
481.0,-12.55432372505543
482.0,-13.352549889135252
483.0,-14.150776053215074
484.0,-14.941019955654099
485.0,-15.228381374722835
486.0,-15.228381374722835
487.0,-15.228381374722835
488.0,-15.228381374722835
489.0,-15.228381374722835
490.0,-15.228381374722835
491.0,-15.228381374722835
492.0,-15.228381374722835
493.0,-15.228381374722835
494.0,-15.236363636363635
495.0,-15.74722838137472
496.0,-16.545454545454543
497.0,-17.343680709534365
498.0,-18.141906873614186
499.0,-18.94013303769401
500.0,-19.738359201773832
501.0,-20.536585365853654
502.0,-21.33481152993348
503.0,-22.133037694013304
504.0,-22.931263858093125
505.0,-23.729490022172946
506.0,-24.527716186252768
507.0,-25.325942350332593
508.0,-26.12416851441241
509.0,-26.922394678492235
510.0,-27.72062084257206
511.0,-28.518847006651878
512.0,-29.317073170731703
513.0,-30.115299334811528
514.0,-30.913525498891353
515.0,-31.71175166297117
516.0,-32.509977827050996
517.0,-33.30820399113081
518.0,-34.10643015521064
519.0,-34.90465631929046
520.0,-35.70288248337029
521.0,-36.50110864745011
522.0,-37.29933481152993
523.0,-38.09756097560975
524.0,-38.895787139689574
525.0,-39.694013303769395
526.0,-40.49223946784922
527.0,-41.290465631929045
528.0,-42.08869179600887
529.0,-42.88691796008869
530.0,-43.68514412416851
531.0,-44.48337028824834
532.0,-45.28159645232815
533.0,-46.07982261640798
534.0,-46.8780487804878
535.0,-47.67627494456762
536.0,-48.474501108647445
537.0,-49.272727272727266
538.0,-50.07095343680709
539.0,-50.86917960088691
540.0,-51.66740576496674
541.0,-52.46563192904656
542.0,-53.26385809312639
543.0,-54.06208425720621
544.0,-54.86031042128602
545.0,-55.658536585365844
546.0,-56.45676274944567
547.0,-57.254988913525494
548.0,-58.053215077605316
549.0,-58.851441241685144
550.0,-59.649667405764966
551.0,-60.44789356984478
552.0,-61.2461197339246
553.0,-62.04434589800443
554.0,-62.84257206208425
555.0,-63.64079822616408
556.0,-64.4390243902439
557.0,-65.23725055432372
558.0,-66.03547671840354
559.0,-66.83370288248337
560.0,-67.63192904656319
561.0,-68.43015521064301
562.0,-69.22838137472283
563.0,-70.02660753880266
564.0,-70.82483370288249
565.0,-71.62305986696231
566.0,-72.42128603104211
567.0,-73.21951219512195
568.0,-74.01773835920177
569.0,-74.8159645232816
570.0,-75.61419068736141
571.0,-76.41241685144124
572.0,-77.21064301552106
573.0,-78.00886917960088
574.0,-78.8070953436807
575.0,-79.60532150776052
576.0,-80.40354767184036
577.0,-81.20177383592018
578.0,-82.0
579.0,-82.79822616407981
580.0,-83.59645232815964
581.0,-84.39467849223946
582.0,-85.19290465631929
583.0,-85.9911308203991
584.0,-86.78935698447893
585.0,-87.58758314855875
586.0,-88.38580931263857
587.0,-89.18403547671839
588.0,-89.98226164079821
589.0,-90.78048780487805
590.0,-91.57871396895787
591.0,-92.7361419068736
592.0,-94.33259423503326
593.0,-95.9290465631929
594.0,-97.52549889135256
595.0,-99.12195121951218
596.0,-100.0
