Time(sec),A1EUJEHDI66UT
152.0,31.004725897920604
153.0,31.893194706994336
154.0,32.78166351606806
155.0,33.67013232514178
156.0,34.55860113421551
157.0,35.44706994328923
158.0,36.33553875236295
159.0,37.22400756143668
160.0,38.1124763705104
161.0,39.00094517958412
162.0,39.88941398865785
163.0,40.77788279773157
164.0,41.6663516068053
165.0,42.55482041587902
166.0,43.44328922495274
167.0,44.33175803402647
168.0,45.22022684310019
169.0,46.108695652173914
170.0,46.99716446124764
171.0,47.885633270321364
172.0,48.774102079395085
173.0,49.662570888468814
174.0,50.551039697542535
175.0,51.43950850661626
176.0,52.327977315689985
177.0,53.216446124763706
178.0,54.10491493383743
179.0,54.993383742911156
180.0,55.88185255198488
181.0,56.770321361058606
182.0,57.65879017013233
183.0,58.54725897920605
184.0,59.43572778827977
185.0,60.3241965973535
186.0,61.21266540642722
187.0,62.10113421550095
188.0,62.98960302457467
189.0,63.87807183364839
190.0,64.76654064272212
191.0,65.65500945179585
192.0,66.54347826086958
193.0,67.43194706994329
194.0,68.32041587901702
195.0,69.20888468809073
196.0,70.09735349716446
197.0,70.98582230623819
198.0,71.87429111531192
199.0,72.76275992438563
200.0,73.65122873345936
201.0,74.53969754253308
202.0,75.4281663516068
203.0,76.31663516068053
204.0,77.20510396975426
205.0,78.09357277882798
206.0,78.9820415879017
207.0,79.87051039697543
208.0,80.75897920604916
209.0,81.64744801512288
210.0,82.5359168241966
211.0,83.42438563327032
212.0,84.31285444234405
213.0,85.20132325141778
214.0,86.0897920604915
215.0,86.97826086956522
216.0,88.21342155009452
217.0,90.33333333333334
218.0,93.83030303030303
219.0,96.58636363636364
220.0,99.08461538461538
221.0,99.23846153846154
222.0,99.3923076923077
223.0,99.54615384615384
224.0,99.7
225.0,99.85384615384615
226.0,99.98461538461538
227.0,100.0
228.0,100.0
229.0,100.0
230.0,100.0
231.0,100.0
232.0,100.0
233.0,100.0
234.0,100.0
235.0,100.0
236.0,100.0
237.0,100.0
238.0,100.0
239.0,100.0
240.0,100.0
241.0,100.0
242.0,100.0
243.0,100.0
244.0,100.0
245.0,100.0
246.0,100.0
247.0,100.0
248.0,100.0
249.0,100.0
250.0,100.0
251.0,100.0
252.0,100.0
253.0,100.0
254.0,100.0
255.0,100.0
256.0,100.0
257.0,100.0
258.0,100.0
259.0,100.0
260.0,100.0
261.0,100.0
262.0,100.0
263.0,100.0
264.0,100.0
265.0,100.0
266.0,100.0
267.0,100.0
268.0,100.0
269.0,100.0
270.0,100.0
271.0,100.0
272.0,100.0
273.0,100.0
274.0,100.0
275.0,100.0
276.0,100.0
277.0,100.0
278.0,100.0
279.0,100.0
280.0,100.0
281.0,100.0
282.0,100.0
283.0,100.0
284.0,100.0
285.0,100.0
286.0,100.0
287.0,100.0
288.0,100.0
289.0,100.0
290.0,100.0
291.0,100.0
292.0,100.0
293.0,100.0
294.0,100.0
295.0,100.0
296.0,100.0
297.0,100.0
298.0,100.0
299.0,100.0
300.0,100.0
301.0,100.0
302.0,100.0
303.0,100.0
304.0,100.0
305.0,100.0
306.0,100.0
307.0,100.0
308.0,100.0
309.0,100.0
310.0,100.0
311.0,100.0
312.0,100.0
313.0,100.0
314.0,100.0
315.0,100.0
316.0,100.0
317.0,100.0
318.0,100.0
319.0,100.0
320.0,100.0
321.0,100.0
322.0,100.0
323.0,100.0
324.0,100.0
325.0,100.0
326.0,100.0
327.0,100.0
328.0,100.0
329.0,100.0
330.0,100.0
331.0,100.0
332.0,100.0
333.0,100.0
334.0,100.0
335.0,100.0
336.0,100.0
337.0,100.0
338.0,100.0
339.0,100.0
340.0,100.0
341.0,100.0
342.0,100.0
343.0,100.0
344.0,100.0
345.0,100.0
346.0,100.0
347.0,100.0
348.0,100.0
349.0,100.0
350.0,100.0
351.0,100.0
352.0,100.0
353.0,100.0
354.0,100.0
355.0,100.0
356.0,100.0
357.0,100.0
358.0,100.0
359.0,100.0
360.0,100.0
361.0,100.0
362.0,100.0
363.0,100.0
364.0,100.0
365.0,100.0
366.0,100.0
367.0,100.0
368.0,100.0
369.0,100.0
370.0,100.0
371.0,100.0
372.0,100.0
373.0,100.0
374.0,100.0
375.0,100.0
376.0,100.0
377.0,100.0
378.0,100.0
379.0,100.0
380.0,100.0
381.0,100.0
382.0,100.0
383.0,100.0
384.0,100.0
385.0,100.0
386.0,100.0
387.0,100.0
388.0,100.0
389.0,100.0
390.0,100.0
391.0,100.0
392.0,100.0
393.0,100.0
394.0,100.0
395.0,100.0
396.0,100.0
397.0,100.0
398.0,100.0
399.0,100.0
400.0,100.0
401.0,100.0
402.0,100.0
403.0,100.0
404.0,100.0
405.0,100.0
406.0,100.0
407.0,100.0
408.0,100.0
409.0,100.0
410.0,100.0
411.0,100.0
412.0,100.0
413.0,100.0
414.0,100.0
415.0,100.0
416.0,100.0
417.0,100.0
418.0,100.0
419.0,100.0
420.0,100.0
421.0,100.0
422.0,100.0
423.0,100.0
424.0,100.0
425.0,100.0
426.0,100.0
427.0,100.0
428.0,100.0
429.0,100.0
430.0,100.0
431.0,100.0
432.0,100.0
433.0,100.0
434.0,100.0
435.0,100.0
436.0,100.0
437.0,100.0
438.0,100.0
439.0,100.0
440.0,100.0
441.0,100.0
442.0,100.0
443.0,100.0
444.0,100.0
445.0,100.0
446.0,100.0
447.0,100.0
448.0,100.0
449.0,100.0
450.0,100.0
451.0,100.0
452.0,100.0
453.0,100.0
454.0,100.0
455.0,100.0
456.0,100.0
457.0,100.0
458.0,100.0
459.0,100.0
460.0,100.0
461.0,100.0
462.0,100.0
463.0,100.0
464.0,100.0
465.0,100.0
466.0,100.0
467.0,100.0
468.0,100.0
469.0,100.0
470.0,100.0
471.0,100.0
472.0,100.0
473.0,100.0
474.0,100.0
475.0,100.0
476.0,100.0
477.0,100.0
478.0,100.0
479.0,100.0
480.0,100.0
481.0,100.0
482.0,100.0
483.0,100.0
484.0,100.0
485.0,100.0
486.0,100.0
487.0,100.0
488.0,100.0
489.0,100.0
490.0,100.0
491.0,100.0
492.0,100.0
493.0,100.0
494.0,100.0
495.0,100.0
496.0,100.0
497.0,100.0
498.0,100.0
499.0,100.0
500.0,100.0
501.0,100.0
502.0,100.0
503.0,100.0
504.0,100.0
505.0,100.0
506.0,100.0
507.0,100.0
508.0,100.0
509.0,100.0
510.0,100.0
511.0,100.0
512.0,100.0
513.0,100.0
514.0,100.0
515.0,100.0
516.0,100.0
517.0,100.0
518.0,100.0
519.0,100.0
520.0,100.0
521.0,100.0
522.0,100.0
523.0,100.0
524.0,100.0
525.0,100.0
526.0,100.0
527.0,100.0
528.0,100.0
529.0,100.0
530.0,100.0
531.0,100.0
532.0,100.0
533.0,100.0
534.0,100.0
535.0,100.0
536.0,100.0
537.0,100.0
538.0,100.0
539.0,100.0
540.0,100.0
541.0,100.0
542.0,100.0
543.0,100.0
544.0,100.0
545.0,100.0
546.0,100.0
547.0,100.0
548.0,100.0
