,age,id,length_min,title_matched_path,title_matched,title,uuid,violence_rating,violence_text
3584,5,1253335,63,/data/GDI/SeeJane_2019/Dumbo.mp4,Dumbo,Dumbo,d354d1ac-5fed-4d4e-8513-6646b14de4f6,2.0,"Mean kids at the circus pull on Dumbo's ears, so his mother spanks a boy's bottom with her trunk. As punishment, she's tied and chained and understandably tries to free herself -- throwing various circus workers around as a consequence. She's kept imprisoned in solitary confinement and branded a ""mad elephant,"" leaving poor Dumbo friendless and alone. Dumbo's catastrophic circus act leads to the entire circus top coming down; he's briefly shown in peril."
7156,13,5700896,85,/data/GDI/Film2018/Night_School.mp4,Night School,Night School,a855eab6-929e-4d4b-a6b4-d824e68db2b4,2.0,Audiences learn that a family member of one of the main subjects has been shot; the shooting occurs off camera. The victim is shown in the hospital; he later describes the shooting and reveals a long line of fresh sutures on his torso.
7526,13,6087323,88,/data/GDI/SeeJane_2019/Isnt_It_Romantic.mp4,Isnt It Romantic,Isn't It Romantic,f37aa467-4b07-494f-b9a1-cab2bf852c34,2.0,"Cartoonish violence played for laughs: Nat is hit on the head twice, mugged, hit by a car. There's no blood, and impact of incidents is minimized."
7106,10,5854591,88,/data/GDI/Film2018/Condorito_The_Movie.mp4,Condorito The Movie,Condorito: The Movie,545e4f3e-22ed-4a78-a435-4eb6f928909e,2.0,"Lots of pratfalls. An alien ship abducts a woman. The aliens plan to take over and enslave other planets and their inhabitants. A space ship blows up, and Condorito, Cone, and Treme almost die. Soccer players ""dive"" and pretend to be seriously hurt. A defibrillator is used humorously on Condorito."
503,16,6120648,89,/data/GDI/SeeJane_2019/Good_Boys.mp4,Good Boys,Good Boys,1c00d1dc-417d-425c-b429-b35af6b1900f,2.0,"Comical fight in a frat house; college students shot in private parts with a paint gun. Bashing with wooden paddles. Judo throws. Tween punched in face. Horrifying dislocated arm, dangling out of tween's coat sleeve. Painful setting of dislocated arm. Boys cross a busy freeway. Vomiting. General destruction of a living room."
6095,7,5195951,89,/data/GDI/Film2018/Hotel_Transylvania_3.mp4,Hotel Transylvania 3,Hotel Transylvania 2,280b8f1e-3ecb-4c29-9d01-4b46115f8fb5,2.0,"A battle late in the movie between demon bats and the monsters is scary. The friends accidentally set a camp on fire with their antics. A car explodes. The monsters try to scare people but fail. It looks like a boy will fall to injury, but his grandfather saves him."
7276,12,5955126,90,/data/GDI/Film2018/Fireworks.mp4,Fireworks,Fireworks,21e672f8-eaa6-4bbf-85a0-3729efdb1030,2.0,"A man punches a teen who intervenes in a family issue. A boy punches/pushes another boy. Nazuna and Norimichi deal with a few potentially frightening, supernatural situations."
3128,17,1262623,90,/data/GDI/Film2018/Every_Day.mp4,Every Day,Every Day,515f7490-fcc3-4dbc-b05d-7c1cfbbeaa56,2.0,"A man punches another out of jealousy. A college-age guy coerces a teen to take drugs. TV writers discuss how the characters in their show can mutilate other people, using quite graphic terms."
723,7,3154206,92,/data/GDI/Film2018/Hotel_Transylvania_3.mp4,Hotel Transylvania 3,Hotel Transylvania,227988be-231c-4428-a152-f3bcf6164228,2.0,"Dracula has a frightening face that he flashes whenever he can't control his anger. It's definitely the scariest thing in the movie except for the mob scene when the zombies dressed as humans try to torch Mavis. Instead, they catch fire, but the audience knows it's not really humans. The monsters at the hotel aren't really scary. There is a flashback to when humans attacked Dracula and his wife, which resulted in her death. The mother's absence is mentioned frequently, but handled delicately."
93,4,5230451,93,/mnt/pier/data/GDI/Film2016/The Peanuts Movie.mp4,The Peanuts Movie,The Peanuts Movie,a70194bb-2201-4e74-aab8-7d7ffb9efa8a,2.0,"Snoopy's World War I flying ace fantasy sequences include airplane dogfights, bullets, storms, crashes, and peril. Many slapstick moments/pratfalls as Charlie Brown wrestles with a kite, plays hockey, learns to dance, rides an out-of-control sled, etc.; some cause breakage/mess/chaos. Lucy yells at Charlie Brown."
7141,13,5872996,95,/data/GDI/Film2018/Every_Day.mp4,Every Day,Every Day,371faa73-9af5-4a48-a8da-4ce6242365d3,2.0,"One of A's hosts seriously contemplates suicide; some tense moments around that. A-as-Nathan is chased by other teens who wish him harm. Rhi drives getaway for A a couple of times. Threats, arguments. Reference to one of A's hosts being in the hospital."
7591,13,6102576,100,/data/GDI/SeeJane_2019_2/The_Sun_Is_Also_a_Star.mp4,The Sun Is Also a Star,The Sun Is Also a Star,3520b341-6b97-4e89-8b8c-69d00664aa77,2.0,"A speeding car clips a cyclist, who's left injured on the pavement. Daniel saves Natasha from being struck by the same car. They fall back on the sidewalk. Daniel and his brother get into a fistfight, leaving them both with bruises."
7552,13,6093776,101,/data/GDI/SeeJane_2019/Run_the_Race.mp4,Run the Race,Run the Race,bb574158-1a43-41ce-8328-dcdedf689d5e,2.0,An intimidating man is threatened with a baseball bat; it's implied that it's justified. Fighting is shown as a trait of masculinity. Athletes brawl on more than one occasion. Main characters' mother has died. Spoiler alert: A key character dies.
276,13,6090229,102,/data/GDI/SeeJane_2019/Tyler_Perrys_a_Madea_Family_Fune.mp4,Tyler Perrys a Madea Family Fune,Tyler Perry's A Madea Family Funeral,50453206-141a-4269-b96e-cd5344ce0691,2.0,"Violence is cartoonish and played for laughs (e.g., Madea slaps people in the face twice during a tense conversation), but certain jokes may make some uneasy: ""Only time I punch a bitch is when she say something I don't like!"" says Joe. A man pushes a woman during an argument. A police officer is borderline abusive during a traffic stop; the people in the car fear getting shot. A dead man (clearly a live actor) is shown repeatedly. A man forcefully kisses a woman as she protests."
7255,8,5941601,104,/data/GDI/Film2018/Christopher_Robin.mp4,Christopher Robin,Christopher Robin,12291c2c-48e5-4d37-82c4-53da9a76a7e7,2.0,"Early in the movie, young Christopher Robin's father dies (not shown, but there's sadness/a funeral). Brief World War II-era scenes show soldiers at war (guns, an explosion, non-graphic wounds) and Evelyn listening to a radio broadcast about war, projected casualties. Lots of physical comedy: falling/slipping/tripping, things bonking characters on the head. Eeyore says ""My bum hurts."" Some yelling/arguing. Christopher Robin falls, is knocked out; he has a scary dream of being underwater and seeing a monster. Pooh, other animals are incredibly frightened by idea of monsters (heffalumps, woozles, etc.); in a few scenes, their fear is underlined by tense music/cinematography that could frighten younger/more sensitive kids. Christopher Robin acts out a big fight with the ""monsters."" It's sad when Pooh can't find his friends and the animals say goodbye to and then miss Christopher Robin. A taxi has a minor crash; animals fly through the air and hit a car windshield (they're unharmed)."
1033,15,6070200,104,/data/GDI/Film2018/Wildlife.mp4,Wildlife,Wildlife,16973e39-0d0b-48b1-9c9b-00a758719edd,2.0,A mother slaps her teen son. A man sets a house on fire with gasoline. Intense arguing. Bloody cut.
7107,10,5854831,104,/data/GDI/Film2018/Forever_My_Girl.mp4,Forever My Girl,Forever My Girl,7bbcf74f-6b97-421c-b837-4625f3e7678e,2.0,"In one scene, young Billy nearly chokes and requires several moments of life-saving maneuvers. An upsetting flashback shows a young boy traumatized by watching medical personnel work on his very ill mother in the hospital. Some arguing, yelling, personal conflict. News report tells of a man's death in a car accident; his funeral and grieving widow are shown."
6139,14,5218876,104,/data/GDI/Film2018/Wildlife.mp4,Wildlife,Wildlike,a0a4fb62-289c-4c96-b07e-a2884708ef3e,2.0,"It's implied that Mackenzie's uncle touches her inappropriately, but she later says nothing happened. Bart and Mackenzie briefly see a bear in the wilderness."
7177,10,5890861,105,/data/GDI/Film2018/Gods_Not_Dead_A_Light_in_Darkness.mp4,Gods Not Dead A Light in Darkness,God's Not Dead: A Light in Darkness,4c53da0e-5c3e-45e7-82bd-10aa8bd3a137,2.0,"Angry college student vandalizes, throws a brick at a church, leading to an accidental explosion that kills someone. Lead pastor tries to drag the victim to safety in a dramatic/potentially scary scene, but victim ends up dying despite efforts. Later, a brick is thrown into the college president's home, scaring his wife and children. College president punches the pastor for being the cause of death threats against his family; the pastor punches back. Pastor pushes and punches a student he believes is responsible for the fire."
7231,14,5928396,105,/data/GDI/Film2018/Life_of_the_Party.mp4,Life of the Party,Life of the Party,b06469dc-b228-48b2-99e8-0f284b0fafbf,2.0,"Character accidentally shoots his gun at a wall, near where a dog was sitting. A woman hit in the crotch with a ball during racquetball. Physical comedy of Deanna falling, being hit with a paddle during sorority initiation, etc. Drunk/high women destroy a wedding reception hall. Two young women get in a fight; they push, hit, pull on each other. Helen was in a coma for eight years."
7014,10,5784261,105,/data/GDI/Film2018/The_Greatest_Showman.mp4,The Greatest Showman,The Greatest Showman,a6c84914-5eb2-4740-815f-3d0705f65cb4,2.0,"A rich man slaps a tradesman's son for making his daughter laugh. A young man steals bread and is later smacked for doing so. Angry protesters threaten the circus performers and later set the circus on fire. The fire leads to a supporting character being severely injured, but he survives."
396,16,6127937,107,/data/GDI/SeeJane_2019_2/Hustlers.mp4,Hustlers,Hustlers,1594b39b-b8a0-4364-85ff-49fb9b2c8c26,2.0,"An unconscious, bleeding man is injured off-camera and comically gets re-injured. A couple argues in front of their toddler. Male targets/victims are drugged."
320,10,6102129,108,/data/GDI/SeeJane_2019/A_Dogs_Journey.mp4,A Dogs Journey,A Dog's Journey,cb7bfa8c-1e5d-4fa6-8d08-f3f0fa716955,2.0,"A dog dies on different occasions. In one particularly painful scene, Bailey dies in Ethan's arms receiving a euthanizing shot. Another version of Bailey dies in an accident, others die of old age. An abusive boyfriend purposely crashes into his ex-girlfriend's car. Another boyfriend is verbally demeaning, grabs his girlfriend. An older adult dies surrounded by people (and pet) he loves. An alcoholic mom is neglectful, leaving her daughter alone a lot of nights. A girl is frightened of a storm, upset that her mother isn't around."
7339,13,5963236,108,/data/GDI/Film2018/Leave_No_Trace.mp4,Leave No Trace,Leave No Trace,58b0ef0a-5765-4be0-8fed-7016d31b54ec,2.0,"No violent conflict shown; frequent tension and worry. A veteran suffers from PTSD. A character is found after an apparent fall; he's badly hurt, but it's not graphic. Exposure-related peril in which a young character could die; in another part of the movie, she's alone and scared. All of this is presented realistically, not melodramatically. An aid worker asks a teen girl if she's been inappropriately touched, etc.; the answer is no."
7149,13,5878536,109,/data/GDI/Film2018/Love_Simon.mp4,Love Simon,"Love, Simon",bf974485-29c9-4103-aba4-e754b14d7149,2.0,"No physical violence, but two male students mime anal sex on a cafeteria table while asking whether Simon likes it and call other students ""fruity"" and ""f-g."" A boy blackmails Simon to help him get time with one of his female friends, which may edge closer to exploitation than parents would like (he doesn't get anywhere and doesn't attempt to force himself on her)."
