,AMWN796XA8EMA,A2RG35OL29USI,A1CF1W8CP0DHB,A21LNC7SH15DN
75769,-100.0,-100.0,-100.0,-100.0
75773,-100.0,-100.0,-100.0,-100.0
75788,-100.0,-100.0,-100.0,-100.0
75792,-100.0,-100.0,-100.0,-100.0
75803,-100.0,-100.0,-100.0,-100.0
75808,-100.0,-100.0,-100.0,-100.0
75820,-100.0,-100.0,-100.0,-100.0
75824,-100.0,-100.0,-100.0,-100.0
75839,-100.0,-100.0,-100.0,-100.0
75844,-100.0,-100.0,-100.0,-100.0
75857,-100.0,-100.0,-100.0,-100.0
75873,-100.0,-100.0,-100.0,-100.0
75877,-100.0,-100.0,-100.0,-100.0
75880,-100.0,-100.0,-100.0,-100.0
75885,-100.0,-100.0,-100.0,-100.0
75901,-100.0,-100.0,-100.0,-100.0
75916,-100.0,-100.0,-100.0,-100.0
75918,-100.0,-100.0,-100.0,-100.0
75934,-100.0,-100.0,-100.0,-100.0
75936,-100.0,-100.0,-100.0,-100.0
75942,-100.0,-100.0,-100.0,-100.0
75951,-100.0,-100.0,-100.0,-100.0
75955,-100.0,-100.0,-100.0,-100.0
75957,-100.0,-100.0,-100.0,-100.0
75972,-100.0,-100.0,-100.0,-100.0
75976,-100.0,-100.0,-100.0,-100.0
75985,-100.0,-100.0,-100.0,-100.0
75992,-100.0,-100.0,-100.0,-100.0
75993,-100.0,-100.0,-100.0,-100.0
76003,-100.0,-100.0,-100.0,-100.0
76009,-100.0,-100.0,-100.0,-100.0
76012,-100.0,-100.0,-100.0,-100.0
76020,-100.0,-100.0,-100.0,-100.0
76023,-100.0,-100.0,-100.0,-100.0
76035,-100.0,-100.0,-100.0,-100.0
76038,-100.0,-100.0,-100.0,-100.0
76043,-100.0,-100.0,-100.0,-100.0
76050,-100.0,-100.0,-100.0,-100.0
76056,-100.0,-100.0,-100.0,-100.0
76061,-100.0,-100.0,-100.0,-100.0
76070,-100.0,-100.0,-100.0,-100.0
76073,-100.0,-100.0,-100.0,-100.0
76077,-100.0,-100.0,-100.0,-100.0
76090,-100.0,-100.0,-100.0,-100.0
76098,-100.0,-100.0,-100.0,-100.0
76108,-100.0,-100.0,-100.0,-100.0
76112,-100.0,-100.0,-100.0,-100.0
76114,-100.0,-100.0,-100.0,-100.0
76118,-100.0,-100.0,-100.0,-100.0
76133,-100.0,-100.0,-100.0,-100.0
76135,-100.0,-100.0,-100.0,-100.0
76137,-100.0,-100.0,-100.0,-100.0
76151,-100.0,-100.0,-100.0,-100.0
76156,-100.0,-100.0,-100.0,-100.0
76162,-100.0,-100.0,-100.0,-100.0
76167,-100.0,-100.0,-100.0,-100.0
76172,-100.0,-100.0,-100.0,-100.0
76184,-100.0,-100.0,-100.0,-100.0
76188,-100.0,-100.0,-100.0,-100.0
76202,-100.0,-100.0,-100.0,-100.0
76208,-100.0,-100.0,-100.0,-100.0
76220,-100.0,-100.0,-100.0,-100.0
76222,-100.0,-100.0,-100.0,-100.0
76226,-100.0,-100.0,-100.0,-100.0
76238,-100.0,-100.0,-100.0,-100.0
76243,-100.0,-100.0,-100.0,-100.0
76256,-100.0,-100.0,-100.0,-100.0
76260,-100.0,-100.0,-100.0,-100.0
76273,-100.0,-100.0,-100.0,-100.0
76279,-100.0,-100.0,-100.0,-100.0
76289,-100.0,-100.0,-100.0,-100.0
76293,-100.0,-100.0,-100.0,-100.0
76312,-100.0,-100.0,-100.0,-100.0
76315,-100.0,-100.0,-100.0,-100.0
76332,-100.0,-100.0,-100.0,-100.0
76337,-100.0,-100.0,-100.0,-100.0
76348,-100.0,-100.0,-100.0,-100.0
76350,-100.0,-100.0,-100.0,-100.0
76354,-100.0,-100.0,-100.0,-100.0
76366,-100.0,-100.0,-100.0,-100.0
76367,-100.0,-100.0,-100.0,-100.0
76371,-100.0,-100.0,-100.0,-100.0
76384,-100.0,-100.0,-100.0,-100.0
76389,-100.0,-100.0,-100.0,-100.0
76403,-100.0,-100.0,-100.0,-100.0
76408,-100.0,-100.0,-100.0,-100.0
76419,-100.0,-100.0,-100.0,-100.0
76436,-100.0,-100.0,-100.0,-100.0
76440,-100.0,-100.0,-100.0,-100.0
76442,-100.0,-100.0,-100.0,-100.0
76453,-100.0,-100.0,-100.0,-100.0
76455,-100.0,-100.0,-100.0,-100.0
76460,-100.0,-100.0,-100.0,-100.0
76471,-100.0,-100.0,-100.0,-100.0
76478,-100.0,-100.0,-100.0,-100.0
76489,-100.0,-100.0,-100.0,-100.0
76494,-100.0,-100.0,-100.0,-100.0
76508,-100.0,-100.0,-100.0,-100.0
76512,-100.0,-100.0,-100.0,-100.0
76517,-100.0,-100.0,-100.0,-100.0
76531,-100.0,-100.0,-100.0,-100.0
76532,-100.0,-100.0,-100.0,-100.0
76535,-100.0,-100.0,-100.0,-100.0
76548,-100.0,-100.0,-100.0,-100.0
76553,-100.0,-100.0,-100.0,-100.0
76565,-100.0,-100.0,-100.0,-100.0
76583,-100.0,-100.0,-100.0,-100.0
76587,-100.0,-100.0,-100.0,-100.0
76592,-100.0,-100.0,-100.0,-100.0
76601,-100.0,-100.0,-100.0,-100.0
76605,-100.0,-100.0,-100.0,-100.0
76618,-100.0,-100.0,-100.0,-100.0
76624,-100.0,-100.0,-100.0,-100.0
76632,-100.0,-100.0,-100.0,-100.0
76635,-100.0,-100.0,-100.0,-100.0
76640,-100.0,-100.0,-100.0,-100.0
76651,-100.0,-100.0,-100.0,-100.0
76653,-100.0,-100.0,-100.0,-100.0
76661,-100.0,-100.0,-100.0,-100.0
76672,-100.0,-100.0,-100.0,-100.0
76688,-100.0,-100.0,-100.0,-100.0
76689,-100.0,-100.0,-100.0,-100.0
76693,-100.0,-100.0,-100.0,-100.0
76706,-100.0,-100.0,-100.0,-100.0
76712,-100.0,-100.0,-100.0,-100.0
76725,-100.0,-100.0,-100.0,-100.0
76728,-100.0,-100.0,-100.0,-100.0
76741,-100.0,-100.0,-100.0,-100.0
76749,-100.0,-100.0,-100.0,-100.0
76752,-100.0,-100.0,-100.0,-100.0
76756,-100.0,-100.0,-100.0,-100.0
76782,-100.0,-100.0,-100.0,-100.0
76786,-100.0,-100.0,-100.0,-100.0
76801,-100.0,-100.0,-100.0,-100.0
76804,-100.0,-100.0,-100.0,-100.0
76817,-100.0,-100.0,-100.0,-100.0
76823,-100.0,-100.0,-100.0,-100.0
76826,-100.0,-100.0,-100.0,-100.0
76835,-100.0,-100.0,-100.0,-100.0
76839,-100.0,-100.0,-100.0,-100.0
76853,-100.0,-100.0,-100.0,-100.0
76856,-100.0,-100.0,-100.0,-100.0
76869,-100.0,-100.0,-100.0,-100.0
76876,-100.0,-100.0,-100.0,-100.0
76888,-100.0,-100.0,-100.0,-100.0
76892,-100.0,-100.0,-100.0,-100.0
76906,-100.0,-100.0,-100.0,-100.0
76912,-100.0,-100.0,-100.0,-100.0
76922,-100.0,-100.0,-100.0,-100.0
76927,-100.0,-100.0,-100.0,-100.0
76928,-100.0,-100.0,-100.0,-100.0
76958,-100.0,-100.0,-100.0,-100.0
76961,-100.0,-100.0,-100.0,-100.0
76964,-100.0,-100.0,-100.0,-100.0
76968,-100.0,-100.0,-100.0,-100.0
76982,-100.0,-100.0,-100.0,-100.0
76986,-100.0,-100.0,-100.0,-100.0
77001,-100.0,-100.0,-100.0,-100.0
77004,-100.0,-100.0,-100.0,-100.0
77016,-100.0,-100.0,-100.0,-100.0
77019,-100.0,-100.0,-100.0,-100.0
77034,-100.0,-100.0,-100.0,-100.0
77039,-100.0,-100.0,-100.0,-100.0
77052,-100.0,-100.0,-100.0,-100.0
77056,-100.0,-100.0,-100.0,-100.0
77059,-100.0,-100.0,-100.0,-100.0
77069,-100.0,-100.0,-100.0,-100.0
77075,-100.0,-100.0,-100.0,-100.0
77087,-100.0,-100.0,-100.0,-100.0
77092,-100.0,-100.0,-100.0,-100.0
77110,-100.0,-100.0,-100.0,-100.0
77121,-100.0,-100.0,-100.0,-100.0
77125,-100.0,-100.0,-100.0,-100.0
77139,-100.0,-100.0,-100.0,-100.0
77143,-100.0,-100.0,-100.0,-100.0
77156,-100.0,-100.0,-100.0,-100.0
77160,-100.0,-100.0,-100.0,-100.0
77180,-100.0,-100.0,-100.0,-100.0
77182,-100.0,-100.0,-100.0,-100.0
77185,-100.0,-100.0,-100.0,-100.0
77198,-100.0,-100.0,-100.0,-100.0
77206,-100.0,-100.0,-100.0,-100.0
77209,-100.0,-100.0,-100.0,-100.0
77216,-100.0,-100.0,-100.0,-100.0
77220,-100.0,-100.0,-100.0,-100.0
77242,-100.0,-100.0,-100.0,-100.0
77252,-100.0,-100.0,-100.0,-100.0
77255,-100.0,-100.0,-100.0,-100.0
77256,-100.0,-100.0,-100.0,-100.0
77268,-100.0,-100.0,-100.0,-100.0
77274,-100.0,-100.0,-100.0,-100.0
77286,-100.0,-100.0,-100.0,-100.0
77291,-100.0,-100.0,-100.0,-100.0
77304,-100.0,-100.0,-100.0,-100.0
77308,-100.0,-100.0,-100.0,-100.0
77321,-100.0,-100.0,-100.0,-100.0
77325,-100.0,-100.0,-100.0,-100.0
77339,-100.0,-100.0,-100.0,-100.0
77343,-100.0,-100.0,-100.0,-100.0
77357,-100.0,-100.0,-100.0,-100.0
77360,-100.0,-100.0,-100.0,-100.0
77373,-100.0,-100.0,-100.0,-100.0
77379,-100.0,-100.0,-100.0,-100.0
77391,-100.0,-100.0,-100.0,-100.0
77415,-100.0,-100.0,-100.0,-100.0
77416,-100.0,-100.0,-100.0,-100.0
77418,-100.0,-100.0,-100.0,-100.0
77433,-100.0,-100.0,-100.0,-100.0
77436,-100.0,-100.0,-100.0,-100.0
77451,-100.0,-100.0,-100.0,-100.0
77455,-100.0,-100.0,-100.0,-100.0
77467,-100.0,-100.0,-100.0,-100.0
77472,-100.0,-100.0,-100.0,-100.0
77476,-100.0,-100.0,-100.0,-100.0
77485,-100.0,-100.0,-100.0,-100.0
77489,-100.0,-100.0,-100.0,-100.0
77492,-100.0,-100.0,-100.0,-100.0
77503,-100.0,-100.0,-100.0,-100.0
77506,-100.0,-100.0,-100.0,-100.0
77516,-100.0,-100.0,-100.0,-100.0
77538,-100.0,-100.0,-100.0,-100.0
77542,-100.0,-100.0,-100.0,-100.0
77555,-100.0,-100.0,-100.0,-100.0
77556,-100.0,-100.0,-100.0,-100.0
77559,-100.0,-100.0,-100.0,-100.0
77572,-100.0,-100.0,-100.0,-100.0
77577,-100.0,-100.0,-100.0,-100.0
77586,-100.0,-100.0,-100.0,-100.0
77590,-100.0,-100.0,-100.0,-100.0
77594,-100.0,-100.0,-100.0,-100.0
77611,-100.0,-100.0,-100.0,-100.0
77614,-100.0,-100.0,-100.0,-100.0
77620,-100.0,-100.0,-100.0,-100.0
77632,-100.0,-100.0,-100.0,-100.0
77633,-100.0,-100.0,-100.0,-100.0
77637,-100.0,-100.0,-100.0,-100.0
77649,-100.0,-100.0,-100.0,-100.0
77654,-100.0,-100.0,-100.0,-100.0
77667,-100.0,-100.0,-100.0,-100.0
77670,-100.0,-100.0,-100.0,-100.0
77673,-100.0,-100.0,-100.0,-100.0
77684,-100.0,-100.0,-100.0,-100.0
77688,-100.0,-100.0,-100.0,-100.0
77692,-100.0,-100.0,-100.0,-100.0
77702,-100.0,-100.0,-100.0,-100.0
77705,-100.0,-100.0,-100.0,-100.0
77710,-100.0,-100.0,-100.0,-100.0
77720,-100.0,-100.0,-100.0,-100.0
77724,-100.0,-100.0,-100.0,-100.0
77738,-100.0,-100.0,-100.0,-100.0
77743,-100.0,-100.0,-100.0,-100.0
77754,-100.0,-100.0,-100.0,-100.0
77759,-100.0,-100.0,-100.0,-100.0
77772,-100.0,-100.0,-100.0,-100.0
77776,-100.0,-100.0,-100.0,-100.0
77790,-100.0,-100.0,-100.0,-100.0
77791,-100.0,-100.0,-100.0,-100.0
77794,-100.0,-100.0,-100.0,-100.0
77807,-100.0,-100.0,-100.0,-100.0
77813,-100.0,-100.0,-100.0,-100.0
77834,-100.0,-100.0,-100.0,-100.0
78061,-100.0,-100.0,-100.0,-100.0
78096,-100.0,-100.0,-100.0,-100.0
78205,-100.0,-100.0,-100.0,-100.0
78307,-100.0,-100.0,-100.0,-100.0
78389,-100.0,-100.0,-100.0,-100.0
78439,-100.0,-100.0,-100.0,-100.0
78459,-100.0,-100.0,-100.0,-100.0
78543,-100.0,-100.0,-100.0,-100.0
78579,-100.0,-100.0,-100.0,-100.0
78621,-100.0,-100.0,-100.0,-100.0
78642,-100.0,-100.0,-100.0,-100.0
78706,-100.0,-100.0,-100.0,-100.0
78724,-100.0,-100.0,-100.0,-100.0
78753,-100.0,-100.0,-100.0,-100.0
78875,-100.0,-100.0,-100.0,-100.0
78900,-100.0,-100.0,-100.0,-100.0
78923,-100.0,-100.0,-100.0,-100.0
78944,-100.0,-100.0,-100.0,-100.0
78970,-100.0,-100.0,-100.0,-100.0
78988,-100.0,-100.0,-100.0,-100.0
82403,-100.0,-100.0,-100.0,-100.0
82423,-100.0,-100.0,-100.0,-100.0
82426,-100.0,-100.0,-100.0,-100.0
82455,-100.0,-100.0,-100.0,-100.0
82458,-100.0,-100.0,-100.0,-100.0
82473,-100.0,-100.0,-100.0,-100.0
82477,-100.0,-100.0,-100.0,-100.0
82489,-100.0,-100.0,-100.0,-100.0
82493,-100.0,-100.0,-100.0,-100.0
82507,-100.0,-100.0,-100.0,-100.0
82511,-100.0,-100.0,-100.0,-100.0
82514,-100.0,-100.0,-100.0,-100.0
82518,-100.0,-100.0,-100.0,-100.0
82531,-100.0,-100.0,-100.0,-100.0
82535,-100.0,-100.0,-100.0,-100.0
82550,-100.0,-100.0,-100.0,-100.0
82554,-100.0,-100.0,-100.0,-100.0
82566,-100.0,-100.0,-100.0,-100.0
82571,-100.0,-100.0,-100.0,-100.0
82584,-100.0,-100.0,-100.0,-100.0
82588,-100.0,-100.0,-100.0,-100.0
82601,-100.0,-100.0,-100.0,-100.0
82605,-100.0,-100.0,-100.0,-100.0
82619,-100.0,-100.0,-100.0,-100.0
82623,-100.0,-100.0,-100.0,-100.0
82637,-100.0,-100.0,-100.0,-100.0
82640,-100.0,-100.0,-100.0,-100.0
82655,-100.0,-100.0,-100.0,-100.0
82663,-100.0,-100.0,-100.0,-100.0
82672,-100.0,-100.0,-100.0,-100.0
82676,-100.0,-100.0,-100.0,-100.0
82689,-100.0,-100.0,-100.0,-100.0
82692,-100.0,-100.0,-100.0,-100.0
82706,-100.0,-100.0,-100.0,-100.0
82710,-100.0,-100.0,-100.0,-100.0
82714,-100.0,-100.0,-100.0,-100.0
82718,-100.0,-100.0,-100.0,-100.0
82731,-100.0,-100.0,-100.0,-100.0
82734,-100.0,-100.0,-100.0,-100.0
82748,-100.0,-100.0,-100.0,-100.0
82753,-100.0,-100.0,-100.0,-100.0
82783,-100.0,-100.0,-100.0,-100.0
82786,-100.0,-100.0,-100.0,-100.0
82801,-100.0,-100.0,-100.0,-100.0
82805,-100.0,-100.0,-100.0,-100.0
82819,-100.0,-100.0,-100.0,-100.0
82822,-100.0,-100.0,-100.0,-100.0
82836,-100.0,-100.0,-100.0,-100.0
82840,-100.0,-100.0,-100.0,-100.0
82853,-100.0,-100.0,-100.0,-100.0
82857,-100.0,-100.0,-100.0,-100.0
82871,-100.0,-100.0,-100.0,-100.0
82874,-100.0,-100.0,-100.0,-100.0
82888,-100.0,-100.0,-100.0,-100.0
82892,-100.0,-100.0,-100.0,-100.0
82906,-100.0,-100.0,-100.0,-100.0
82912,-100.0,-100.0,-100.0,-100.0
82924,-100.0,-100.0,-100.0,-100.0
82929,-100.0,-100.0,-100.0,-100.0
82940,-100.0,-100.0,-100.0,-100.0
82947,-100.0,-100.0,-100.0,-100.0
82950,-100.0,-100.0,-100.0,-100.0
82966,-100.0,-100.0,-100.0,-100.0
82971,-100.0,-100.0,-100.0,-100.0
83002,-100.0,-100.0,-100.0,-100.0
83007,-100.0,-100.0,-100.0,-100.0
83034,-100.0,-100.0,-100.0,-100.0
83039,-100.0,-100.0,-100.0,-100.0
83053,-100.0,-100.0,-100.0,-100.0
83056,-100.0,-100.0,-100.0,-100.0
83070,-100.0,-100.0,-100.0,-100.0
83076,-100.0,-100.0,-100.0,-100.0
83088,-100.0,-100.0,-100.0,-100.0
83092,-100.0,-100.0,-100.0,-100.0
83105,-100.0,-100.0,-100.0,-100.0
83109,-100.0,-100.0,-100.0,-100.0
83124,-100.0,-100.0,-100.0,-100.0
83128,-100.0,-100.0,-100.0,-100.0
83141,-100.0,-100.0,-100.0,-100.0
83148,-100.0,-100.0,-100.0,-100.0
83150,-100.0,-100.0,-100.0,-100.0
83166,-100.0,-100.0,-100.0,-100.0
83170,-100.0,-100.0,-100.0,-100.0
83203,-100.0,-100.0,-100.0,-100.0
83248,-100.0,-100.0,-100.0,-100.0
83270,-100.0,-100.0,-100.0,-100.0
83274,-100.0,-100.0,-100.0,-100.0
83289,-100.0,-100.0,-100.0,-100.0
83293,-100.0,-100.0,-100.0,-100.0
83307,-100.0,-100.0,-100.0,-100.0
83311,-100.0,-100.0,-100.0,-100.0
83328,-100.0,-100.0,-100.0,-100.0
83332,-100.0,-100.0,-100.0,-100.0
83357,-100.0,-100.0,-100.0,-100.0
83361,-100.0,-100.0,-100.0,-100.0
83368,-100.0,-100.0,-100.0,-100.0
83372,-100.0,-100.0,-100.0,-100.0
83402,-100.0,-100.0,-100.0,-100.0
83405,-100.0,-100.0,-100.0,-100.0
83423,-100.0,-100.0,-100.0,-100.0
83426,-100.0,-100.0,-100.0,-100.0
83452,-100.0,-100.0,-100.0,-100.0
83457,-100.0,-100.0,-100.0,-100.0
83472,-100.0,-100.0,-100.0,-100.0
83476,-100.0,-100.0,-100.0,-100.0
83532,-100.0,-100.0,-100.0,-100.0
83562,-100.0,-100.0,-100.0,-100.0
83567,-100.0,-100.0,-100.0,-100.0
83570,-100.0,-100.0,-100.0,-100.0
83580,-100.0,-100.0,-100.0,-100.0
83584,-100.0,-100.0,-100.0,-100.0
83598,-100.0,-100.0,-100.0,-100.0
83601,-100.0,-100.0,-100.0,-100.0
83616,-100.0,-100.0,-100.0,-100.0
83622,-100.0,-100.0,-100.0,-100.0
83644,-100.0,-100.0,-100.0,-100.0
83649,-100.0,-100.0,-100.0,-100.0
83655,-100.0,-100.0,-100.0,-100.0
83663,-100.0,-100.0,-100.0,-100.0
83671,-100.0,-100.0,-100.0,-100.0
83675,-100.0,-100.0,-100.0,-100.0
83703,-100.0,-100.0,-100.0,-100.0
83707,-100.0,-100.0,-100.0,-100.0
83721,-100.0,-100.0,-100.0,-100.0
83725,-100.0,-100.0,-100.0,-100.0
83738,-100.0,-100.0,-100.0,-100.0
83743,-100.0,-100.0,-100.0,-100.0
83756,-100.0,-100.0,-100.0,-100.0
83759,-100.0,-100.0,-100.0,-100.0
83774,-100.0,-100.0,-100.0,-100.0
83778,-100.0,-100.0,-100.0,-100.0
83790,-100.0,-100.0,-100.0,-100.0
83794,-100.0,-100.0,-100.0,-100.0
83799,-100.0,-100.0,-100.0,-100.0
83803,-100.0,-100.0,-100.0,-100.0
83824,-100.0,-100.0,-100.0,-100.0
83829,-100.0,-100.0,-100.0,-100.0
83850,-100.0,-100.0,-100.0,-100.0
83861,-100.0,-100.0,-100.0,-100.0
83884,-100.0,-100.0,-100.0,-100.0
83888,-100.0,-100.0,-100.0,-100.0
83904,-100.0,-100.0,-100.0,-100.0
83909,-100.0,-100.0,-100.0,-100.0
83921,-100.0,-100.0,-100.0,-100.0
83925,-100.0,-100.0,-100.0,-100.0
83947,-100.0,-100.0,-100.0,-100.0
83951,-100.0,-100.0,-100.0,-100.0
83959,-100.0,-100.0,-100.0,-100.0
83978,-100.0,-100.0,-100.0,-100.0
83992,-100.0,-100.0,-100.0,-100.0
83996,-100.0,-100.0,-100.0,-100.0
83998,-100.0,-100.0,-100.0,-100.0
84044,-100.0,-100.0,-100.0,-100.0
84060,-100.0,-100.0,-100.0,-100.0
84070,-100.0,-100.0,-100.0,-100.0
84099,-100.0,-100.0,-100.0,-100.0
84112,-100.0,-100.0,-100.0,-100.0
84120,-100.0,-100.0,-100.0,-100.0
84125,-100.0,-100.0,-100.0,-100.0
84139,-100.0,-100.0,-100.0,-100.0
84143,-100.0,-100.0,-100.0,-100.0
84163,-100.0,-100.0,-100.0,-100.0
84167,-100.0,-100.0,-100.0,-100.0
84173,-100.0,-100.0,-100.0,-100.0
84195,-100.0,-100.0,-100.0,-100.0
84208,-100.0,-100.0,-100.0,-100.0
84212,-100.0,-100.0,-100.0,-100.0
84215,-100.0,-100.0,-100.0,-100.0
84218,-100.0,-100.0,-100.0,-100.0
84231,-100.0,-100.0,-100.0,-100.0
84236,-100.0,-100.0,-100.0,-100.0
84271,-100.0,-100.0,-100.0,-100.0
84300,-100.0,-100.0,-100.0,-100.0
84309,-100.0,-100.0,-100.0,-100.0
84313,-100.0,-100.0,-100.0,-100.0
84320,-100.0,-100.0,-100.0,-100.0
84324,-100.0,-100.0,-100.0,-100.0
84336,-100.0,-100.0,-100.0,-100.0
84351,-100.0,-100.0,-100.0,-100.0
84357,-100.0,-100.0,-100.0,-100.0
84363,-100.0,-100.0,-100.0,-100.0
84372,-100.0,-100.0,-100.0,-100.0
84376,-100.0,-100.0,-100.0,-100.0
84398,-100.0,-100.0,-100.0,-100.0
84402,-100.0,-100.0,-100.0,-100.0
84410,-100.0,-100.0,-100.0,-100.0
84414,-100.0,-100.0,-100.0,-100.0
84424,-100.0,-100.0,-100.0,-100.0
84426,-100.0,-100.0,-100.0,-100.0
84434,-100.0,-100.0,-100.0,-100.0
84438,-100.0,-100.0,-100.0,-100.0
84448,-100.0,-100.0,-100.0,-100.0
84453,-100.0,-100.0,-100.0,-100.0
84472,-100.0,-100.0,-100.0,-100.0
84476,-100.0,-100.0,-100.0,-100.0
84484,-100.0,-100.0,-100.0,-100.0
84488,-100.0,-100.0,-100.0,-100.0
84503,-100.0,-100.0,-100.0,-100.0
84509,-100.0,-100.0,-100.0,-100.0
84523,-100.0,-100.0,-100.0,-100.0
84527,-100.0,-100.0,-100.0,-100.0
84536,-100.0,-100.0,-100.0,-100.0
84540,-100.0,-100.0,-100.0,-100.0
84553,-100.0,-100.0,-100.0,-100.0
84557,-100.0,-100.0,-100.0,-100.0
84571,-100.0,-100.0,-100.0,-100.0
84575,-100.0,-100.0,-100.0,-100.0
84589,-100.0,-100.0,-100.0,-100.0
84595,-100.0,-100.0,-100.0,-100.0
84606,-100.0,-100.0,-100.0,-100.0
84611,-100.0,-100.0,-100.0,-100.0
84623,-100.0,-100.0,-100.0,-100.0
84628,-100.0,-100.0,-100.0,-100.0
84641,-100.0,-100.0,-100.0,-100.0
84645,-100.0,-100.0,-100.0,-100.0
84648,-100.0,-100.0,-100.0,-100.0
84651,-100.0,-100.0,-100.0,-100.0
84666,-100.0,-100.0,-100.0,-100.0
84670,-100.0,-100.0,-100.0,-100.0
84686,-100.0,-100.0,-100.0,-100.0
84690,-100.0,-100.0,-100.0,-100.0
84700,-100.0,-100.0,-100.0,-100.0
84705,-100.0,-100.0,-100.0,-100.0
84718,-100.0,-100.0,-100.0,-100.0
84723,-100.0,-100.0,-100.0,-100.0
84735,-100.0,-100.0,-100.0,-100.0
84738,-100.0,-100.0,-100.0,-100.0
84753,-100.0,-100.0,-100.0,-100.0
84757,-100.0,-100.0,-100.0,-100.0
84776,-100.0,-100.0,-100.0,-100.0
84779,-100.0,-100.0,-100.0,-100.0
84788,-100.0,-100.0,-100.0,-100.0
84792,-100.0,-100.0,-100.0,-100.0
84805,-100.0,-100.0,-100.0,-100.0
84810,-100.0,-100.0,-100.0,-100.0
84823,-100.0,-100.0,-100.0,-100.0
84827,-100.0,-100.0,-100.0,-100.0
84840,-100.0,-100.0,-100.0,-100.0
84844,-100.0,-100.0,-100.0,-100.0
84852,-100.0,-100.0,-100.0,-100.0
84855,-100.0,-100.0,-100.0,-100.0
84866,-100.0,-100.0,-100.0,-100.0
84869,-100.0,-100.0,-100.0,-100.0
84887,-100.0,-100.0,-100.0,-100.0
84890,-100.0,-100.0,-100.0,-100.0
84899,-100.0,-100.0,-100.0,-100.0
84905,-100.0,-100.0,-100.0,-100.0
84918,-100.0,-100.0,-100.0,-100.0
84924,-100.0,-100.0,-100.0,-100.0
84934,-100.0,-100.0,-100.0,-100.0
84939,-100.0,-100.0,-100.0,-100.0
84952,-100.0,-100.0,-100.0,-100.0
84956,-100.0,-100.0,-100.0,-100.0
84971,-100.0,-100.0,-100.0,-100.0
84975,-100.0,-100.0,-100.0,-100.0
84986,-100.0,-100.0,-100.0,-100.0
84991,-100.0,-100.0,-100.0,-100.0
85005,-100.0,-100.0,-100.0,-100.0
85012,-100.0,-100.0,-100.0,-100.0
85023,-100.0,-100.0,-100.0,-100.0
85028,-100.0,-100.0,-100.0,-100.0
85039,-100.0,-100.0,-100.0,-100.0
85043,-100.0,-100.0,-100.0,-100.0
85058,-100.0,-100.0,-100.0,-100.0
85062,-100.0,-100.0,-100.0,-100.0
85074,-100.0,-100.0,-100.0,-100.0
85081,-100.0,-100.0,-100.0,-100.0
85086,-100.0,-100.0,-100.0,-100.0
85099,-100.0,-100.0,-100.0,-100.0
85103,-100.0,-100.0,-100.0,-100.0
85117,-100.0,-100.0,-100.0,-100.0
85121,-100.0,-100.0,-100.0,-100.0
85136,-100.0,-100.0,-100.0,-100.0
85140,-100.0,-100.0,-100.0,-100.0
85152,-100.0,-100.0,-100.0,-100.0
85155,-100.0,-100.0,-100.0,-100.0
85169,-100.0,-100.0,-100.0,-100.0
85176,-100.0,-100.0,-100.0,-100.0
85187,-100.0,-100.0,-100.0,-100.0
85191,-100.0,-100.0,-100.0,-100.0
85204,-100.0,-100.0,-100.0,-100.0
85207,-100.0,-100.0,-100.0,-100.0
85232,-100.0,-100.0,-100.0,-100.0
85237,-100.0,-100.0,-100.0,-100.0
85242,-100.0,-100.0,-100.0,-100.0
85246,-100.0,-100.0,-100.0,-100.0
85258,-100.0,-100.0,-100.0,-100.0
85263,-100.0,-100.0,-100.0,-100.0
85275,-100.0,-100.0,-100.0,-100.0
85281,-100.0,-100.0,-100.0,-100.0
85283,-100.0,-100.0,-100.0,-100.0
85301,-100.0,-100.0,-100.0,-100.0
85305,-100.0,-100.0,-100.0,-100.0
85316,-100.0,-100.0,-100.0,-100.0
85320,-100.0,-100.0,-100.0,-100.0
85334,-100.0,-100.0,-100.0,-100.0
85340,-100.0,-100.0,-100.0,-100.0
85351,-100.0,-100.0,-100.0,-100.0
85356,-100.0,-100.0,-100.0,-100.0
85368,-100.0,-100.0,-100.0,-100.0
85372,-100.0,-100.0,-100.0,-100.0
85386,-100.0,-100.0,-100.0,-100.0
85390,-100.0,-100.0,-100.0,-100.0
85403,-100.0,-100.0,-100.0,-100.0
85407,-100.0,-100.0,-100.0,-100.0
85422,-100.0,-100.0,-100.0,-100.0
85431,-100.0,-100.0,-100.0,-100.0
85439,-100.0,-100.0,-100.0,-100.0
85443,-100.0,-100.0,-100.0,-100.0
85455,-100.0,-100.0,-100.0,-100.0
85460,-100.0,-100.0,-100.0,-100.0
85490,-100.0,-100.0,-100.0,-100.0
85494,-100.0,-100.0,-100.0,-100.0
85497,-100.0,-100.0,-100.0,-100.0
85508,-100.0,-100.0,-100.0,-100.0
85517,-100.0,-100.0,-100.0,-100.0
85521,-100.0,-100.0,-100.0,-100.0
85550,-100.0,-100.0,-100.0,-100.0
85553,-100.0,-100.0,-100.0,-100.0
85568,-100.0,-100.0,-100.0,-100.0
85572,-100.0,-100.0,-100.0,-100.0
85584,-100.0,-100.0,-100.0,-100.0
85593,-100.0,-100.0,-100.0,-100.0
85603,-100.0,-100.0,-100.0,-100.0
85633,-100.0,-100.0,-100.0,-100.0
