"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Reference","Input.A","Input.B","Input.ref_start","Input.ref_end","Input.a_start","Input.a_end","Input.b_start","Input.b_end","Answer.choice","Approve","Reject"
"3QD8LUVX4XC84BAS66GJWRPCXFLX5J","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:01 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:01 PDT 2020","","","38JBBYETQPOKOCD5NYCJRUUDXYNE4V","A3UNPLDGL3LCZ","Submitted","Wed Jun 10 10:47:34 PDT 2020","Wed Jun 10 10:49:43 PDT 2020","Sun Jun 14 10:49:43 PDT 2020","","","","129","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4","343.0","357.0","473.0","476.0","0.0","245.0","optionB"
"3DWNFENNE39PD813BXI80QBJMLC4JY","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:01 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:01 PDT 2020","","","3EWIJTFFVPL3POV44XPHFR40GM7E0F","AVIEE6LDH0BT5","Submitted","Wed Jun 10 11:07:48 PDT 2020","Wed Jun 10 11:11:33 PDT 2020","Sun Jun 14 11:11:33 PDT 2020","","","","225","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4","247.0","340.0","39.0","40.0","0.0","105.0","optionB"
"3SV8KD29L460RPVAEB8AV1O525EZK3","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:01 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:01 PDT 2020","","","37TRT2X24R5CKRK6GEXXWODBCY0BJJ","A7WO309XUSA49","Submitted","Wed Jun 10 10:47:29 PDT 2020","Wed Jun 10 10:49:55 PDT 2020","Sun Jun 14 10:49:55 PDT 2020","","","","146","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s422.0e523.0.mp4","427.0","427.0","36.0","37.0","424.0","523.0","optionB"
"3IWA71V4TIU4NFA6BPQOOX3CTAWX6Z","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:02 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:02 PDT 2020","","","3A1COHJ8NK9XRNR9P2A2T97VR0B8HC","A34LAVR18EPIH5","Submitted","Wed Jun 10 10:47:32 PDT 2020","Wed Jun 10 10:51:17 PDT 2020","Sun Jun 14 10:51:17 PDT 2020","","","","225","100% (32/32)","100% (32/32)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s430.0e467.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4","432.0","469.0","343.0","357.0","0.0","105.0","optionA"
"34OWYT6U3WVUF3N9AATZ5X7ZVY19IN","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:02 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:02 PDT 2020","","","3LRLIPTPERN2C1LWSLXD2STI95JAKQ","A1DM3TG1IYONP8","Submitted","Wed Jun 10 11:08:31 PDT 2020","Wed Jun 10 11:14:09 PDT 2020","Sun Jun 14 11:14:09 PDT 2020","","","","338","100% (3/3)","100% (3/3)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4","427.0","427.0","342.0","424.0","525.0","701.0","optionB"
"3R16PJFTS35KOS7LTIIK15BW1AC4KX","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:02 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:02 PDT 2020","","","3PB5A5BD0WKFRDRFVR0EU9ZZ1GSG7Y","AWJ0LF6A0LXJN","Submitted","Wed Jun 10 11:07:48 PDT 2020","Wed Jun 10 11:13:19 PDT 2020","Sun Jun 14 11:13:19 PDT 2020","","","","331","100% (32/32)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s480.0e523.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s422.0e523.0.mp4","343.0","357.0","482.0","523.0","424.0","523.0","optionB"
"3SNR5F7R927BAZEQIL9LXB8AMVHEI2","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:02 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:02 PDT 2020","","","3AWETUDC936C7E3G4AS0655EQMXIZK","A1DVKS3R9SLQ1H","Submitted","Wed Jun 10 10:50:32 PDT 2020","Wed Jun 10 11:02:34 PDT 2020","Sun Jun 14 11:02:34 PDT 2020","","","","722","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s480.0e523.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4","44.0","335.0","482.0","523.0","200.0","705.0","optionA"
"31YWE12TE0QNRFOBUZVGUB38OLGX7Y","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:02 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:02 PDT 2020","","","3QAVNHZ3ENIDW73EDL9EHS6XY5KLA0","A3RJK6ZDXHN0IG","Submitted","Wed Jun 10 10:47:31 PDT 2020","Wed Jun 10 10:55:47 PDT 2020","Sun Jun 14 10:55:47 PDT 2020","","","","496","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4","525.0","701.0","0.0","245.0","110.0","197.0","optionA"
"36D1BWBEHNF5B2S1AGCCN36261B2M4","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:02 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:02 PDT 2020","","","3WI0P0II626MXC132FXCT5N2P06DRK","A1YTOWIG4C22AN","Submitted","Wed Jun 10 10:50:31 PDT 2020","Wed Jun 10 10:51:32 PDT 2020","Sun Jun 14 10:51:32 PDT 2020","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4","338.0","338.0","0.0","245.0","409.0","417.0","optionB"
"3TFJJUELSH3S2GGAXRIYK71QCN7C2W","3W850VB9FSSNMKJL0S4ZNNXMYTGK12","Movie clip violence comparison (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Choose the video clip most similar in the amount of portrayed violence to the reference video clip","movie violence, comparison","$0.70","Wed Jun 10 10:47:02 PDT 2020","1","BatchId:4074733;OriginalHitTemplateId:928390828;","1200","345600","Wed Jun 17 10:47:02 PDT 2020","","","31LM9EDVOM6EL093J426NJD5TNENJK","AZ69TBTDH7AZS","Submitted","Wed Jun 10 10:47:26 PDT 2020","Wed Jun 10 10:52:36 PDT 2020","Sun Jun 14 10:52:36 PDT 2020","","","","310","0% (0/0)","0% (0/0)","0% (0/0)","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4","https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4","342.0","424.0","338.0","338.0","525.0","701.0","optionB"
