Time(sec),average
129.0,-100.0
130.0,-100.0
131.0,-100.0
132.0,-100.0
133.0,-100.0
134.0,-100.0
135.0,-99.99995387453873
136.0,-99.99700184501845
137.0,-99.99238929889299
138.0,-99.98777675276753
139.0,-99.98316420664206
140.0,-99.9785516605166
141.0,-99.97393911439114
142.0,-99.96932656826569
143.0,-99.96471402214021
144.0,-99.96010147601476
145.0,-99.9554889298893
146.0,-99.95073800738007
147.0,-99.94280442804428
148.0,-99.93357933579335
149.0,-99.92435424354242
150.0,-99.91512915129151
151.0,-99.9059040590406
152.0,-99.89667896678966
153.0,-99.88745387453874
154.0,-99.80915436654367
155.0,-96.92489583333334
156.0,-99.928515625
157.0,-99.978515625
158.0,-100.0
159.0,-100.0
160.0,-100.0
161.0,-100.0
162.0,-100.0
163.0,-100.0
164.0,-100.0
165.0,-100.0
166.0,-100.0
167.0,-100.0
168.0,-100.0
169.0,-100.0
170.0,-100.0
171.0,-100.0
172.0,-100.0
173.0,-100.0
174.0,-100.0
175.0,-100.0
176.0,-100.0
177.0,-100.0
178.0,-100.0
179.0,-100.0
180.0,-100.0
181.0,-100.0
182.0,-100.0
183.0,-100.0
184.0,-100.0
185.0,-100.0
186.0,-100.0
187.0,-100.0
188.0,-100.0
189.0,-99.99966216216217
190.0,-99.97804054054053
191.0,-99.94425675675677
192.0,-99.91047297297297
193.0,-99.87668918918918
194.0,-99.84290540540542
195.0,-99.80912162162163
196.0,-99.77065033783784
197.0,-97.40986768018018
198.0,-93.31666666666666
199.0,-93.31666666666666
200.0,-91.25
201.0,-91.25
202.0,-91.25
203.0,-91.25
204.0,-91.25
205.0,-91.25
206.0,-84.63690476190477
207.0,-78.75294973544975
208.0,-73.87037037037037
209.0,-73.24973544973545
210.0,-71.46944444444443
211.0,-71.43253968253968
212.0,-69.87444444444445
213.0,-69.48492063492064
214.0,-60.03889880952381
215.0,-58.60185185185185
216.0,-55.989835700362015
217.0,-53.30454545454546
218.0,-54.01515151515152
219.0,-54.07070707070708
220.0,-66.1183425444797
221.0,-75.66111111111111
222.0,-78.18618525480368
223.0,-92.75700153408296
224.0,-99.56803075396826
225.0,-100.0
226.0,-100.0
227.0,-100.0
228.0,-100.0
229.0,-100.0
230.0,-100.0
231.0,-100.0
232.0,-100.0
233.0,-100.0
234.0,-100.0
235.0,-100.0
236.0,-100.0
237.0,-100.0
238.0,-100.0
239.0,-100.0
240.0,-100.0
241.0,-100.0
242.0,-100.0
243.0,-100.0
244.0,-100.0
245.0,-100.0
246.0,-100.0
247.0,-100.0
248.0,-100.0
249.0,-100.0
250.0,-100.0
251.0,-100.0
252.0,-100.0
253.0,-100.0
254.0,-100.0
255.0,-100.0
256.0,-100.0
257.0,-100.0
258.0,-100.0
259.0,-100.0
260.0,-100.0
261.0,-100.0
262.0,-100.0
263.0,-100.0
264.0,-100.0
265.0,-100.0
266.0,-100.0
267.0,-100.0
268.0,-100.0
269.0,-100.0
270.0,-100.0
271.0,-100.0
272.0,-100.0
273.0,-100.0
274.0,-100.0
275.0,-100.0
276.0,-100.0
277.0,-100.0
278.0,-100.0
279.0,-100.0
280.0,-100.0
281.0,-100.0
282.0,-100.0
283.0,-100.0
284.0,-100.0
285.0,-100.0
286.0,-100.0
287.0,-100.0
288.0,-100.0
289.0,-100.0
290.0,-100.0
291.0,-100.0
292.0,-100.0
293.0,-100.0
294.0,-100.0
295.0,-100.0
296.0,-100.0
297.0,-100.0
298.0,-100.0
299.0,-98.69424019607843
300.0,-100.0
301.0,-99.43688725490196
302.0,-97.625
303.0,-98.7125
304.0,-99.93958333333333
305.0,-100.0
306.0,-100.0
307.0,-100.0
308.0,-100.0
309.0,-100.0
310.0,-100.0
311.0,-100.0
312.0,-100.0
313.0,-100.0
314.0,-100.0
315.0,-100.0
316.0,-100.0
317.0,-100.0
318.0,-100.0
319.0,-100.0
320.0,-99.99642857142857
321.0,-99.96607142857142
322.0,-99.93035714285715
323.0,-99.89464285714286
324.0,-95.15205299908426
325.0,-91.171875
326.0,-92.29290209790209
327.0,-84.48055555555555
328.0,-84.71305555555556
329.0,-95.69768849206349
330.0,-94.46728395061729
331.0,-88.67283950617282
332.0,-88.66728395061727
333.0,-84.08852964165465
334.0,-85.06129975348725
335.0,-95.20019841269843
336.0,-98.5837962962963
337.0,-98.57453703703703
338.0,-98.56527777777777
339.0,-98.76226851851852
340.0,-98.92175925925926
341.0,-98.95
342.0,-99.2824074074074
343.0,-99.2824074074074
344.0,-99.2824074074074
345.0,-99.28333333333333
346.0,-99.2912037037037
347.0,-94.86100983796297
348.0,-96.23472222222222
349.0,-99.07939814814814
350.0,-99.0886574074074
351.0,-99.09791666666666
352.0,-99.10717592592593
353.0,-99.11643518518518
354.0,-99.12569444444445
355.0,-99.13402777777777
356.0,-99.13541666666666
357.0,-99.13541666666666
358.0,-99.24479166666666
359.0,-99.5
360.0,-99.5
361.0,-99.5
362.0,-99.5
363.0,-99.5
364.0,-99.5
365.0,-99.5
366.0,-99.5
367.0,-99.5
368.0,-99.5
369.0,-99.5
370.0,-99.5
371.0,-99.5
372.0,-99.5
373.0,-99.5
374.0,-99.5
375.0,-99.5
376.0,-99.5
377.0,-99.5
378.0,-99.5
379.0,-99.5
380.0,-99.5
381.0,-99.5
382.0,-99.5
383.0,-99.5
384.0,-99.5
385.0,-99.5
386.0,-99.5
387.0,-99.5
388.0,-99.5
389.0,-99.5
390.0,-99.5
391.0,-99.5
392.0,-99.5
393.0,-99.5
394.0,-99.5
395.0,-99.5
396.0,-99.5
397.0,-99.5
398.0,-99.5
399.0,-99.5
400.0,-99.5
401.0,-99.5
402.0,-99.5
403.0,-99.5
404.0,-99.5
405.0,-99.5
406.0,-99.5
407.0,-99.5
408.0,-99.5
409.0,-99.5
410.0,-99.5
411.0,-99.5
412.0,-99.5
413.0,-99.5
414.0,-99.5
415.0,-99.5
416.0,-99.5
417.0,-99.5
418.0,-99.5
419.0,-99.5
420.0,-99.5
421.0,-99.5
422.0,-99.5
423.0,-99.5
424.0,-99.5
425.0,-99.5
426.0,-99.5
427.0,-99.5
428.0,-99.5
429.0,-99.5
430.0,-99.5
431.0,-99.5
432.0,-99.5
433.0,-99.5
434.0,-99.5
435.0,-99.5
436.0,-99.5
437.0,-99.5
438.0,-99.5
439.0,-99.5
440.0,-99.5
441.0,-99.5
442.0,-99.5
443.0,-99.5
444.0,-99.5
445.0,-99.5
446.0,-99.5
447.0,-99.5
448.0,-99.5
449.0,-99.5
450.0,-99.5
451.0,-99.5
452.0,-99.5
453.0,-99.5
454.0,-99.5
455.0,-99.5
456.0,-99.5
457.0,-99.5
458.0,-99.5
459.0,-99.5
460.0,-99.5
461.0,-99.5
462.0,-99.5
463.0,-99.5
464.0,-99.5
465.0,-99.5
466.0,-99.5
467.0,-99.5
468.0,-99.5
469.0,-99.5
470.0,-99.5
471.0,-99.5
472.0,-99.5
473.0,-99.5
474.0,-99.5
475.0,-99.5
476.0,-99.5
477.0,-99.5
478.0,-99.5
479.0,-99.5
480.0,-99.5
481.0,-99.5
482.0,-99.5
483.0,-99.5
484.0,-99.5
485.0,-99.5
486.0,-99.5
487.0,-99.5
488.0,-99.5
489.0,-99.5
490.0,-99.5
491.0,-99.5
492.0,-99.5
493.0,-99.5
494.0,-99.5
495.0,-99.5
496.0,-99.5
497.0,-99.5
498.0,-99.5
499.0,-99.5
500.0,-99.5
501.0,-99.5
502.0,-99.5
503.0,-99.5
504.0,-99.5
505.0,-99.5
506.0,-99.5
507.0,-99.5
508.0,-99.5
509.0,-99.5
510.0,-99.5
511.0,-99.5
512.0,-99.5
513.0,-99.5
514.0,-99.5
515.0,-99.5
516.0,-99.5
517.0,-99.5
518.0,-99.5
519.0,-99.5
520.0,-99.5
521.0,-99.5
522.0,-99.5
523.0,-99.5
524.0,-99.5
525.0,-99.5
526.0,-99.5
527.0,-99.5
528.0,-99.5
529.0,-99.5
530.0,-99.5
531.0,-99.5
532.0,-99.5
533.0,-99.5
534.0,-99.5
535.0,-99.5
536.0,-99.5
537.0,-99.5
538.0,-99.5
539.0,-99.5
540.0,-99.5
541.0,-99.5
542.0,-99.5
543.0,-99.5
544.0,-99.5
545.0,-99.5
546.0,-99.5
547.0,-99.5
548.0,-99.5
549.0,-99.5
550.0,-99.5
551.0,-99.5
552.0,-99.5
553.0,-99.5
554.0,-99.5
555.0,-99.5
556.0,-99.5
557.0,-99.5
558.0,-99.5
559.0,-99.5
560.0,-99.5
561.0,-99.5
562.0,-99.5
563.0,-99.5
564.0,-99.5
565.0,-99.5
566.0,-99.5
567.0,-99.5
568.0,-99.5
569.0,-99.5
570.0,-99.5
571.0,-99.5
572.0,-99.5
573.0,-99.5
573.0,-100.0
574.0,-100.0
575.0,-100.0
576.0,-100.0
577.0,-100.0
578.0,-100.0
579.0,-100.0
580.0,-100.0
581.0,-100.0
582.0,-100.0
583.0,-100.0
584.0,-100.0
585.0,-100.0
586.0,-100.0
587.0,-100.0
588.0,-100.0
589.0,-100.0
590.0,-100.0
591.0,-100.0
592.0,-100.0
593.0,-100.0
594.0,-100.0
595.0,-100.0
596.0,-100.0
597.0,-100.0
598.0,-100.0
599.0,-100.0
600.0,-100.0
601.0,-100.0
602.0,-100.0
603.0,-100.0
604.0,-100.0
605.0,-100.0
606.0,-100.0
607.0,-100.0
608.0,-100.0
609.0,-100.0
610.0,-100.0
611.0,-100.0
612.0,-100.0
613.0,-100.0
614.0,-100.0
615.0,-100.0
616.0,-100.0
617.0,-100.0
618.0,-100.0
619.0,-100.0
620.0,-100.0
621.0,-100.0
622.0,-100.0
623.0,-100.0
624.0,-100.0
625.0,-100.0
626.0,-100.0
627.0,-100.0
628.0,-100.0
629.0,-100.0
630.0,-100.0
631.0,-100.0
632.0,-100.0
633.0,-100.0
634.0,-100.0
635.0,-100.0
636.0,-100.0
637.0,-100.0
638.0,-100.0
639.0,-100.0
640.0,-100.0
641.0,-100.0
642.0,-100.0
643.0,-100.0
644.0,-100.0
645.0,-100.0
646.0,-100.0
647.0,-100.0
648.0,-100.0
649.0,-100.0
650.0,-100.0
651.0,-100.0
652.0,-100.0
653.0,-100.0
654.0,-100.0
655.0,-100.0
656.0,-100.0
657.0,-100.0
658.0,-100.0
659.0,-100.0
660.0,-100.0
661.0,-100.0
662.0,-100.0
663.0,-100.0
664.0,-100.0
665.0,-100.0
666.0,-100.0
667.0,-99.97669902912621
668.0,-99.9126213592233
669.0,-99.84789644012943
670.0,-99.7831715210356
671.0,-99.71844660194174
672.0,-99.65372168284789
673.0,-99.58899676375404
674.0,-99.5242718446602
675.0,-99.45954692556634
676.0,-99.3948220064725
677.0,-98.67313915857605
678.0,-98.0
679.0,-98.0
680.0,-98.0
681.0,-98.0
682.0,-98.0
683.0,-98.0
684.0,-98.0
685.0,-98.0
686.0,-98.0
687.0,-98.04
688.0,-98.38
689.0,-98.78
690.0,-99.16071428571428
691.0,-99.51785714285714
692.0,-99.87142857142857
693.0,-100.0
694.0,-100.0
695.0,-100.0
696.0,-100.0
697.0,-100.0
698.0,-100.0
699.0,-100.0
700.0,-100.0
701.0,-100.0
702.0,-100.0
703.0,-100.0
704.0,-100.0
705.0,-100.0
706.0,-100.0
707.0,-100.0
708.0,-100.0
709.0,-100.0
710.0,-100.0
711.0,-100.0
712.0,-100.0
713.0,-100.0
714.0,-100.0
715.0,-100.0
716.0,-100.0
717.0,-100.0
718.0,-100.0
719.0,-100.0
720.0,-100.0
721.0,-100.0
722.0,-100.0
723.0,-100.0
724.0,-100.0
725.0,-100.0
726.0,-100.0
727.0,-100.0
728.0,-100.0
729.0,-100.0
730.0,-100.0
731.0,-100.0
732.0,-100.0
733.0,-100.0
734.0,-100.0
735.0,-100.0
736.0,-100.0
737.0,-100.0
738.0,-100.0
739.0,-100.0
740.0,-100.0
741.0,-100.0
742.0,-100.0
743.0,-100.0
744.0,-100.0
745.0,-100.0
746.0,-100.0
747.0,-100.0
748.0,-100.0
749.0,-100.0
750.0,-100.0
751.0,-100.0
752.0,-100.0
753.0,-100.0
754.0,-100.0
755.0,-100.0
756.0,-100.0
757.0,-100.0
758.0,-100.0
759.0,-100.0
760.0,-100.0
761.0,-100.0
762.0,-100.0
763.0,-100.0
764.0,-100.0
765.0,-100.0
766.0,-100.0
767.0,-100.0
768.0,-100.0
769.0,-100.0
770.0,-100.0
771.0,-100.0
772.0,-100.0
773.0,-100.0
774.0,-100.0
775.0,-100.0
776.0,-100.0
777.0,-100.0
778.0,-100.0
779.0,-100.0
780.0,-100.0
781.0,-100.0
782.0,-100.0
783.0,-100.0
784.0,-100.0
785.0,-100.0
786.0,-100.0
787.0,-100.0
788.0,-98.46666666666668
789.0,-90.01666666666668
790.0,-81.31722222222223
791.0,-77.99444444444444
792.0,-74.6436170212766
793.0,-71.9095744680851
794.0,-71.80319148936171
795.0,-71.69680851063829
796.0,-71.59042553191489
797.0,-71.4840425531915
798.0,-71.37765957446808
799.0,-71.27127659574468
800.0,-71.16489361702128
801.0,-71.05851063829786
802.0,-70.95212765957447
803.0,-70.84574468085106
804.0,-70.73936170212765
805.0,-70.63297872340426
806.0,-70.52659574468086
807.0,-70.42021276595744
808.0,-70.31382978723406
809.0,-70.20744680851064
810.0,-70.10106382978722
811.0,-68.81786052009457
812.0,-66.59444444444446
813.0,-66.50666666666666
814.0,-66.5
815.0,-66.5
816.0,-66.5
817.0,-66.5
818.0,-66.5
819.0,-66.5
820.0,-66.5
821.0,-66.5
822.0,-66.5
823.0,-69.21666666666667
824.0,-79.3
825.0,-87.73333333333332
826.0,-97.82072072072073
827.0,-99.55743243243242
828.0,-99.625
829.0,-99.69256756756758
830.0,-99.76013513513512
831.0,-99.8277027027027
832.0,-99.89527027027029
833.0,-99.96283783783785
834.0,-100.0
835.0,-100.0
836.0,-100.0
837.0,-100.0
838.0,-100.0
839.0,-100.0
840.0,-100.0
841.0,-100.0
842.0,-100.0
843.0,-100.0
844.0,-100.0
845.0,-100.0
846.0,-100.0
847.0,-100.0
848.0,-100.0
849.0,-100.0
850.0,-100.0
851.0,-100.0
852.0,-96.25154761904759
853.0,-87.43083333333333
854.0,-75.68333333333334
855.0,-61.72000000000001
856.0,-38.65
857.0,-14.05
858.0,8.716666666666667
859.0,31.754761904761907
860.0,42.5
861.0,42.7
862.0,44.5
863.0,44.5
864.0,44.5
865.0,44.5
866.0,46.34000000000001
867.0,46.8
868.0,46.8
869.0,46.8
870.0,58.71476190476191
871.0,94.59691823899371
872.0,99.68867924528305
873.0,99.87735849056602
874.0,94.29097035040432
875.0,89.86666666666667
876.0,83.58
877.0,74.2875
878.0,52.8
879.0,52.8
880.0,52.8
881.0,52.8
882.0,52.8
883.0,52.8
884.0,52.8
885.0,51.71333333333333
886.0,35.92809523809524
887.0,15.686666666666666
888.0,-3.4066666666666663
889.0,-24.59666666666667
890.0,-43.41333333333333
891.0,-62.58333333333333
892.0,-81.34166666666667
893.0,-98.14412698412698
894.0,-99.06944444444444
895.0,-99.125
896.0,-99.18055555555556
897.0,-99.23611111111113
898.0,-99.29166666666669
899.0,-99.34722222222223
900.0,-99.4027777777778
901.0,-99.45833333333334
902.0,-99.51388888888891
903.0,-99.56944444444444
904.0,-99.625
905.0,-99.68055555555556
906.0,-99.73611111111113
907.0,-99.79166666666669
908.0,-99.84722222222223
909.0,-99.9027777777778
910.0,-99.95833333333334
911.0,-99.99833333333332
912.0,-100.0
913.0,-100.0
914.0,-100.0
915.0,-100.0
916.0,-100.0
917.0,-100.0
918.0,-100.0
919.0,-100.0
920.0,-100.0
921.0,-100.0
922.0,-100.0
923.0,-100.0
924.0,-100.0
925.0,-100.0
926.0,-100.0
927.0,-100.0
928.0,-100.0
929.0,-100.0
930.0,-100.0
931.0,-100.0
932.0,-100.0
933.0,-100.0
934.0,-100.0
935.0,-100.0
936.0,-100.0
937.0,-100.0
938.0,-100.0
939.0,-13.416666666666664
940.0,-21.925
941.0,-32.57666666666667
942.0,-41.9
943.0,-51.406666666666666
944.0,-62.19416666666667
945.0,-83.31450396825397
946.0,-96.03055555555554
947.0,-96.1875
948.0,-96.20293209876543
949.0,-96.21836419753086
950.0,-96.23379629629629
951.0,-96.24922839506172
952.0,-96.26466049382715
953.0,-96.28009259259261
954.0,-96.29552469135803
955.0,-96.31095679012347
956.0,-96.32638888888889
957.0,-96.34182098765433
958.0,-96.35725308641975
959.0,-96.37268518518519
960.0,-96.3881172839506
961.0,-96.40354938271605
962.0,-96.41898148148147
963.0,-96.43441358024691
964.0,-96.44984567901236
965.0,-96.46527777777777
966.0,-96.48070987654322
967.0,-96.49567901234568
968.0,-96.5
969.0,-96.5
970.0,-96.5
971.0,-96.5
972.0,-96.5
973.0,-96.5
974.0,-96.5
975.0,-96.5
976.0,-96.5
977.0,-96.5
978.0,-96.5
979.0,-96.5
980.0,-96.5
981.0,-96.5
982.0,-96.5
983.0,-96.5
984.0,-96.5
985.0,-96.5
986.0,-96.5
987.0,-96.5
988.0,-96.5
989.0,-96.5
990.0,-96.5
991.0,-96.5
992.0,-96.5
993.0,-96.5
994.0,-96.5
995.0,-96.5
996.0,-96.5
997.0,-96.5
998.0,-96.5
999.0,-96.5
1000.0,-96.5
1001.0,-96.5
1002.0,-96.5
1003.0,-96.5
1004.0,-96.5
1005.0,-96.5
1006.0,-96.5
1007.0,-96.5
1008.0,-96.5
1009.0,-96.5
1010.0,-96.5
1011.0,-96.5
1012.0,-96.5
1013.0,-96.5
1014.0,-96.5
1015.0,-96.5
1016.0,-95.91666666666667
1017.0,-95.91666666666667
1018.0,-95.91666666666667
1019.0,-95.91666666666667
1020.0,-95.91666666666667
1021.0,-95.91666666666667
1022.0,-96.26666666666667
1023.0,-97.66666666666667
1024.0,-97.66666666666667
1025.0,-97.66666666666667
1026.0,-97.66666666666667
1027.0,-97.66666666666667
1028.0,-97.66666666666667
1029.0,-97.66666666666667
1030.0,-97.66666666666667
1031.0,-97.66666666666667
1032.0,-97.66666666666667
1033.0,-97.66666666666667
1034.0,-97.66666666666667
1035.0,-97.66666666666667
1036.0,-97.66666666666667
1037.0,-97.66666666666667
1038.0,-97.66666666666667
1039.0,-97.66666666666667
1040.0,-97.66666666666667
1041.0,-97.66666666666667
1042.0,-97.66666666666667
1043.0,-97.66666666666667
1044.0,-97.66666666666667
1045.0,-97.66666666666667
1046.0,-97.66666666666667
1047.0,-97.66666666666667
1048.0,-97.66666666666667
1049.0,-97.66666666666667
1050.0,-97.66666666666667
1051.0,-97.66666666666667
1052.0,-97.66666666666667
1053.0,-97.66666666666667
1054.0,-97.66666666666667
1055.0,-97.66666666666667
1056.0,-97.66666666666667
1057.0,-97.66666666666667
1058.0,-97.66666666666667
1059.0,-97.66666666666667
1060.0,-97.66666666666667
1061.0,-97.66666666666667
1062.0,-97.66666666666667
1063.0,-97.66666666666667
1064.0,-97.66666666666667
1065.0,-97.66666666666667
1066.0,-97.66666666666667
1067.0,-97.66666666666667
1068.0,-97.66666666666667
1069.0,-97.66666666666667
1070.0,-97.66666666666667
1071.0,-97.66666666666667
1072.0,-97.66666666666667
1073.0,-97.66666666666667
1074.0,-97.66666666666667
1075.0,-97.66666666666667
1076.0,-97.66666666666667
1077.0,-97.66666666666667
1078.0,-97.66666666666667
1079.0,-97.66666666666667
1080.0,-97.66666666666667
1081.0,-97.66666666666667
1082.0,-97.66666666666667
1083.0,-97.66666666666667
1084.0,-97.66666666666667
1085.0,-97.66666666666667
1086.0,-97.66666666666667
1087.0,-97.66666666666667
1088.0,-97.66666666666667
1089.0,-97.66666666666667
1090.0,-97.66666666666667
1091.0,-97.66666666666667
1092.0,-97.66666666666667
1093.0,-97.66666666666667
1094.0,-97.66666666666667
1095.0,-97.66666666666667
1096.0,-97.66666666666667
1097.0,-97.66666666666667
1098.0,-97.66666666666667
1099.0,-97.66666666666667
1100.0,-97.66666666666667
1101.0,-97.66666666666667
1102.0,-97.66666666666667
1103.0,-97.66666666666667
1104.0,-97.66666666666667
1105.0,-97.66666666666667
1106.0,-97.66666666666667
1107.0,-97.66666666666667
1108.0,-97.66666666666667
1109.0,-97.66666666666667
1110.0,-97.66666666666667
1111.0,-97.66666666666667
1112.0,-97.66666666666667
1113.0,-97.66666666666667
1114.0,-97.66666666666667
1115.0,-97.66666666666667
1116.0,-97.66666666666667
1117.0,-97.66666666666667
1118.0,-97.66666666666667
1119.0,-97.66666666666667
1120.0,-97.66666666666667
1121.0,-97.66666666666667
1122.0,-97.66666666666667
1123.0,-97.66666666666667
1124.0,-97.66666666666667
1125.0,-97.66666666666667
1126.0,-97.66666666666667
1127.0,-97.66666666666667
1128.0,-97.66666666666667
1129.0,-97.66666666666667
1130.0,-97.66666666666667
1131.0,-97.66666666666667
1132.0,-97.66666666666667
1133.0,-97.66666666666667
1134.0,-97.66666666666667
1135.0,-97.66666666666667
1136.0,-97.66666666666667
1137.0,-97.66666666666667
1138.0,-97.66666666666667
1139.0,-97.66666666666667
1140.0,-97.66666666666667
1141.0,-97.66666666666667
1142.0,-97.66666666666667
1143.0,-97.66666666666667
1144.0,-97.66666666666667
1145.0,-97.66666666666667
1146.0,-97.66666666666667
1147.0,-97.66666666666667
1148.0,-97.66666666666667
1149.0,-97.66666666666667
1150.0,-97.66666666666667
1151.0,-97.66666666666667
1152.0,-97.66666666666667
1153.0,-97.66666666666667
1154.0,-97.66666666666667
1155.0,-97.66666666666667
1156.0,-97.66666666666667
1157.0,-97.66666666666667
1158.0,-97.66666666666667
1159.0,-97.66666666666667
1160.0,-97.66666666666667
1161.0,-97.66666666666667
1162.0,-97.66666666666667
1163.0,-97.66666666666667
1164.0,-97.66666666666667
1165.0,-97.66666666666667
1166.0,-97.66666666666667
1167.0,-97.66666666666667
1168.0,-97.66666666666667
1169.0,-97.66666666666667
1170.0,-97.66666666666667
1171.0,-97.66666666666667
1172.0,-97.66666666666667
1173.0,-97.66666666666667
1174.0,-97.66666666666667
1175.0,-97.66666666666667
1176.0,-97.66666666666667
1177.0,-97.66666666666667
1178.0,-97.66666666666667
1179.0,-97.66666666666667
1180.0,-97.66666666666667
1181.0,-97.66666666666667
1182.0,-97.66666666666667
1183.0,-97.66666666666667
1184.0,-97.66666666666667
1185.0,-97.66666666666667
1186.0,-97.66666666666667
1187.0,-97.66666666666667
1188.0,-97.66666666666667
1189.0,-97.66666666666667
1190.0,-97.66666666666667
1191.0,-97.66666666666667
1192.0,-97.66666666666667
1193.0,-97.66666666666667
1194.0,-97.66666666666667
1195.0,-97.66666666666667
1196.0,-97.66666666666667
1197.0,-97.66666666666667
1198.0,-97.66666666666667
1199.0,-97.66666666666667
1200.0,-97.66666666666667
1201.0,-97.66666666666667
1202.0,-97.66666666666667
1203.0,-97.66666666666667
1204.0,-97.66666666666667
1205.0,-97.66666666666667
1206.0,-97.66666666666667
1207.0,-97.66666666666667
1208.0,-97.66666666666667
1209.0,-97.66666666666667
1210.0,-97.66666666666667
1211.0,-97.66666666666667
1212.0,-97.66666666666667
1213.0,-97.66666666666667
1214.0,-97.66666666666667
1215.0,-97.66666666666667
1216.0,-97.66666666666667
1217.0,-97.66666666666667
1218.0,-97.66666666666667
1219.0,-97.66666666666667
1220.0,-97.66666666666667
1221.0,-97.66666666666667
1222.0,-97.66666666666667
1223.0,-97.66666666666667
1224.0,-97.66666666666667
1225.0,-97.66666666666667
1226.0,-97.66666666666667
1227.0,-97.66666666666667
1228.0,-97.66666666666667
1229.0,-97.66666666666667
1230.0,-97.66666666666667
1231.0,-97.66666666666667
1232.0,-97.66666666666667
1233.0,-97.66666666666667
1234.0,-97.66666666666667
1235.0,-97.66666666666667
1236.0,-97.66666666666667
1237.0,-97.66666666666667
1238.0,-97.66666666666667
1239.0,-97.66666666666667
1240.0,-97.66666666666667
1241.0,-97.66666666666667
1242.0,-97.66666666666667
1243.0,-97.66666666666667
1244.0,-97.66666666666667
1245.0,-97.66666666666667
1246.0,-97.66666666666667
1247.0,-97.66666666666667
1247.0,-100.0
1248.0,-100.0
1249.0,-100.0
1250.0,-100.0
1251.0,-100.0
1252.0,-100.0
1253.0,-100.0
1254.0,-100.0
1255.0,-100.0
1256.0,-100.0
1257.0,-100.0
1258.0,-100.0
1259.0,-100.0
1260.0,-100.0
1261.0,-100.0
1262.0,-100.0
1263.0,-100.0
1264.0,-100.0
1265.0,-100.0
1266.0,-100.0
1267.0,-100.0
1268.0,-100.0
1269.0,-100.0
1270.0,-100.0
1271.0,-100.0
1272.0,-100.0
1273.0,-100.0
1274.0,-100.0
1275.0,-100.0
1276.0,-100.0
1277.0,-100.0
1278.0,-100.0
1279.0,-100.0
1280.0,-100.0
1281.0,-100.0
1282.0,-100.0
1283.0,-100.0
1284.0,-100.0
1285.0,-100.0
1286.0,-100.0
1287.0,-100.0
1288.0,-100.0
1289.0,-100.0
1290.0,-100.0
1291.0,-100.0
1292.0,-100.0
1293.0,-100.0
1294.0,-100.0
1295.0,-100.0
1296.0,-100.0
1297.0,-100.0
1298.0,-100.0
1299.0,-100.0
1300.0,-100.0
1301.0,-100.0
1302.0,-100.0
1303.0,-100.0
1304.0,-100.0
1305.0,-100.0
1306.0,-100.0
1307.0,-100.0
1308.0,-100.0
1309.0,-100.0
1310.0,-100.0
1311.0,-100.0
1312.0,-100.0
1313.0,-100.0
1314.0,-100.0
1315.0,-100.0
1316.0,-100.0
1317.0,-100.0
1318.0,-100.0
1319.0,-100.0
1320.0,-100.0
1321.0,-100.0
1322.0,-100.0
1323.0,-100.0
1324.0,-100.0
1325.0,-100.0
1326.0,-100.0
1327.0,-100.0
1328.0,-100.0
1329.0,-99.94069594275545
1330.0,-90.13398164533857
1331.0,-80.14146825396826
1332.0,-78.35040584415584
1333.0,-73.08693962627787
